Row	succinate	Growth	
YML054C	1.000000811	1	
YMR165C	1.000000811	1	
YOL011W	1.000000811	1	
YPL110C	1.000000811	1	
YPR160W	1.000000811	1	
YLL018C-A	1.000000811	1	
YDR387C	1.000000811	1	
YLR244C	1.000000811	1	
YCR010C	1.000000811	1	
YDL168W	1.000000811	1	
YER053C	1.000000811	1	
YIL107C	1.000000811	1	
YJR001W	1.000000811	1	
YJR077C	1.000000811	1	
YKR043C	1.000000811	1	
YLR138W	1.000000811	1	
YMR278W	1.000000811	1	
YMR319C	1.000000811	1	
YNL009W	1.000000811	1	
YNR041C	1.000000811	1	
YOL049W	1.000000811	1	
YDR440W	1.000000811	1	
YFR044C	1.000000811	1	
YDR038C	1.000000811	1	
YER056C	1.000000811	1	
YER060W	1.000000811	1	
YER060W-A	1.000000811	1	
YLR146C	1.000000811	1	
YOR142W	1.000000811	1	
YPL189W	1.000000811	1	
YDR456W	1.000000811	1	
YPR003C	1.000000811	1	
YBR006W	1.000000811	1	
YFL053W	1.000000811	1	
YML022W	1.000000811	1	
YOR161C	1.000000811	1	
YBR084W	1.000000811	1	
YCR024C-A	1.000000811	1	
YDR173C	1.000000811	1	
YDR384C	1.000000811	1	
YEL006W	1.000000811	1	
YGR121C	1.000000811	1	
YNL142W	1.000000811	1	
YPR138C	1.000000811	1	
YJL168C	1.000000811	1	
YDL080C	1.000000811	1	
YNL037C	1.000000811	1	
YFL055W	1.000000785	1	
YGR110W	1.000000781	1	
YJR051W	1.000000777	1	
YPL206C	1.000000777	1	
YKL215C	1.000000777	1	
YPL212C	1.000000756	1	
YIL160C	1.000000755	1	
YBL045C	1.000000755	1	
YPR062W	1.000000755	1	
YDR039C	1.000000755	1	
YHR001W-A	1.000000751	1	
YDR040C	1.000000751	1	
YDR148C	1.000000751	1	
YIL125W	1.000000751	1	
YPR121W	1.000000751	1	
YGR055W	1.000000751	1	
YHL036W	1.000000751	1	
YLL012W	1.000000751	1	
YIL002C	1.000000751	1	
YDL078C	1.000000751	1	
YHR002W	1.000000751	1	
YJL097W	1.000000751	1	
YJL166W	1.000000751	1	
YDR046C	1.000000751	1	
YLR017W	1.000000751	1	
YMR301C	1.000000751	1	
YGR177C	1.000000751	1	
YAL060W	1.000000751	1	
YBR068C	1.000000751	1	
YPR191W	1.000000751	1	
YKR039W	1.000000751	1	
YNL106C	1.000000751	1	
YGR183C	1.000000751	1	
YJR069C	1.000000629	1	
YDR452W	1.000000467	1	
YAR071W	1	1	
YBL013W	1	1	
YBL064C	1	1	
YBR034C	1	1	
YBR092C	1	1	
YBR093C	1	1	
YBR110W	1	1	
YBR149W	1	1	
YBR213W	1	1	
YBR299W	1	1	
YCR024C	1	1	
YCR083W	1	1	
YDL042C	1	1	
YDL182W	1	1	
YDR058C	1	1	
YDR072C	1	1	
YDR191W	1	1	
YDR268W	1	1	
YDR294C	1	1	
YEL042W	1	1	
YER175C	1	1	
YGL225W	1	1	
YGR096W	1	1	
YGR171C	1	1	
YGR247W	1	1	
YGR260W	1	1	
YGR282C	1	1	
YGR287C	1	1	
YGR292W	1	1	
YHR068W	1	1	
YHR091C	1	1	
YIL010W	1	1	
YIL134W	1	1	
YIL162W	1	1	
YIL172C	1	1	
YJL129C	1	1	
YJL216C	1	1	
YJL221C	1	1	
YKL194C	1	1	
YKR066C	1	1	
YKR069W	1	1	
YLL048C	1	1	
YLL057C	1	1	
YLL061W	1	1	
YLR070C	1	1	
YLR172C	1	1	
YLR189C	1	1	
YLR237W	1	1	
YLR285W	1	1	
YLR299W	1	1	
YLR307W	1	1	
YLR308W	1	1	
YLR382C	1	1	
YMR013C	1	1	
YMR041C	1	1	
YNL073W	1	1	
YNR056C	1	1	
YOL033W	1	1	
YOL068C	1	1	
YOR025W	1	1	
YOR040W	1	1	
YOR071C	1	1	
YOR192C	1	1	
YPL015C	1	1	
YPL040C	1	1	
YPL057C	1	1	
YPL097W	1	1	
YPL104W	1	1	
YPL244C	1	1	
YPR006C	1	1	
YPR047W	1	1	
YHR215W	1	1	
YAR069W-A	1	1	
YHR214W-F	1	1	
YBL080C	1	1	
YBR147W	1	1	
YDR352W	1	1	
YBR235W	1	1	
YBR295W	1	1	
YCR011C	1	1	
YER087W	1	1	
YIL023C	1	1	
YMR243C	1	1	
YOR316C	1	1	
YDR009W	1	1	
YGL156W	1	1	
YGL169W	1	1	
YGR234W	1	1	
YJL046W	1	1	
YLR143W	1	1	
YMR162C	1	1	
YMR210W	1	1	
YOR226C	1	1	
YPL135W	1	1	
YOR334W	1	1	
YPL060W	1	1	
YDR270W	1	1	
YEL004W	1	1	
YDR454C	0.999995875	1	
YMR083W	0.99999313	1	
YGL256W	0.999991981	1	
YER024W	0.999976552	1	
YLR038C	0.999938523	1	
YDL067C	0.999900743	1	
YMR256C	0.999900188	1	
YAR035W	0.999821887	1	
YML042W	0.999819724	1	
YOR108W	0.999393969	1	
YKL029C	0.999307252	1	
YLR153C	0.999281992	1	
YDL171C	0.988017764	1	
YPL061W	0.979854537	1	
WT_yields	0.633480864	0.061089966	
