Row	succinate	Growth	
YKL029C	0.99484801	1	
YJL121C	0.994305166	1	
YNL241C	0.993554223	1	
YPL028W	0.99354162	1	
YKL217W	0.992551969	1	
YLR304C	0.991884902	1	
YLR044C	0.987056213	1	
YOL064C	0.986099068	1	
YPR081C	0.983982275	1	
YPR021C	0.981781896	1	
YNL169C	0.975455517	1	
YLR354C	0.975112075	1	
YJL052W	0.940278422	1	
WT_yields	0.633480864	0.061089966	
YPL262W	0.623325886	1	
YEL047C	0.618184381	1	
YLR011W	0.618183919	1	
YDR050C	0.512749378	1	
YDR516C	0.499255563	1	
YOL126C	0.369229513	1	
YMR205C	0.321126119	1	
YKL060C	0.321125471	1	
YCR012W	0.299923169	1	
YAR015W	0	0	
YBL033C	0	0	
YBL076C	0	0	
YBR029C	0	0	
YBR115C	0	0	
YBR126C	0	0	
YBR153W	0	0	
YBR166C	0	0	
YBR248C	0	0	
YBR256C	0	0	
YCL018W	0	0	
YCL030C	0	0	
YCR053W	0	0	
YDL055C	0	0	
YDL093W	0	0	
YDL131W	0	0	
YDL141W	0	0	
YDL205C	0	0	
YDR007W	0	0	
YDR037W	0	0	
YDR044W	0	0	
YDR047W	0	0	
YDR074W	0	0	
YDR127W	0	0	
YDR158W	0	0	
YDR232W	0	0	
YDR234W	0	0	
YDR341C	0	0	
YDR353W	0	0	
YDR354W	0	0	
YDR408C	0	0	
YDR454C	0	0	
YDR487C	0	0	
YEL021W	0	0	
YER003C	0	0	
YER014W	0	0	
YER023W	0	0	
YER026C	0	0	
YER043C	0	0	
YER052C	0	0	
YER055C	0	0	
YER069W	0	0	
YER090W	0	0	
YER091C	0	0	
YFL022C	0	0	
YFL045C	0	0	
YFR025C	0	0	
YFR030W	0	0	
YGL001C	0	0	
YGL009C	0	0	
YGL012W	0	0	
YGL026C	0	0	
YGL040C	0	0	
YGL055W	0	0	
YGL148W	0	0	
YGL154C	0	0	
YGL234W	0	0	
YGL245W	0	0	
YGR060W	0	0	
YGR061C	0	0	
YGR094W	0	0	
YGR175C	0	0	
YGR185C	0	0	
YGR204W	0	0	
YGR264C	0	0	
YHR007C	0	0	
YHR018C	0	0	
YHR019C	0	0	
YHR020W	0	0	
YHR025W	0	0	
YHR042W	0	0	
YHR072W	0	0	
YHR190W	0	0	
YHR208W	0	0	
YIL020C	0	0	
YIL078W	0	0	
YIL094C	0	0	
YIL116W	0	0	
YIR034C	0	0	
YJL088W	0	0	
YJL130C	0	0	
YJL153C	0	0	
YJL167W	0	0	
YJR016C	0	0	
YJR073C	0	0	
YJR109C	0	0	
YJR137C	0	0	
YJR139C	0	0	
YJR148W	0	0	
YKL001C	0	0	
YKL024C	0	0	
YKL067W	0	0	
YKL182W	0	0	
YKL211C	0	0	
YKL216W	0	0	
YKR067W	0	0	
YLL018C	0	0	
YLR060W	0	0	
YLR100W	0	0	
YLR180W	0	0	
YLR355C	0	0	
YLR359W	0	0	
YLR420W	0	0	
YML126C	0	0	
YMR062C	0	0	
YMR108W	0	0	
YMR208W	0	0	
YMR217W	0	0	
YMR220W	0	0	
YMR300C	0	0	
YNL220W	0	0	
YNL247W	0	0	
YNL280C	0	0	
YNL316C	0	0	
YNR016C	0	0	
YNR043W	0	0	
YNR050C	0	0	
YOL058W	0	0	
YOL066C	0	0	
YOL097C	0	0	
YOL140W	0	0	
YOL143C	0	0	
YOR074C	0	0	
YOR095C	0	0	
YOR128C	0	0	
YOR130C	0	0	
YOR168W	0	0	
YOR175C	0	0	
YOR176W	0	0	
YOR202W	0	0	
YOR236W	0	0	
YOR278W	0	0	
YOR303W	0	0	
YOR335C	0	0	
YPL117C	0	0	
YPL160W	0	0	
YPL172C	0	0	
YPL231W	0	0	
YPR033C	0	0	
YPR035W	0	0	
YPR060C	0	0	
YPR113W	0	0	
YPR167C	0	0	
YPR183W	0	0	
