Row	succinate	Growth
YDR428C	0.999999366	1
YKL094W	0.999999366	1
YLR237W	0.999999366	1
YOR071C	0.999999366	1
YOR192C	0.999999366	1
YDR321W	0.999999364	1
YMR318C	0.999999364	1
YOR109W	0.999999364	1
YMR293C	0.999999364	1
YDR376W	0.999999359	1
YOR126C	0.999999358	1
YFR053C	0.999999358	1
YBR291C	0.999999358	1
YDL168W	0.999999358	1
YGL077C	0.999999358	1
YGR147C	0.999999358	1
YJR095W	0.999999358	1
YGR260W	0.999999358	1
YDL024C	0.999999358	1
YNL130C	0.999999358	1
YPL252C	0.999999358	1
YJL003W	0.999999358	1
YLR142W	0.999999358	1
YKL148C	0.999999358	1
YPL132W	0.999999358	1
YDL185W	0.999999358	1
YPL188W	0.999999358	1
YEL038W	0.999999358	1
YJL101C	0.999999358	1
YIL155C	0.999999358	1
YOL049W	0.999999358	1
YLL043W	0.999999358	1
YFL054C	0.999999358	1
YDR236C	0.999999358	1
YEL006W	0.999999358	1
YDL210W	0.999999358	1
YPR002W	0.999999358	1
YOR161C	0.999999358	1
YAL012W	0.999999358	1
YKL132C	0.999999358	1
YIL107C	0.999999358	1
YNL277W	0.999999358	1
YIL066C	0.999999358	1
YGL186C	0.999999358	1
YMR083W	0.999999358	1
YML035C	0.999999358	1
YLR099C	0.999999358	1
YPR139C	0.999999358	1
YPL087W	0.999999358	1
YLL051C	0.999999358	1
YDR508C	0.999999358	1
YEL041W	0.999999358	1
YNL270C	0.999999358	1
YLL041C	0.999999358	1
YDR261C	0.999999358	1
YJR153W	0.999999358	1
YLR300W	0.999999358	1
YOR190W	0.999999358	1
YBR046C	0.999999358	1
YDL120W	0.999999358	1
YDR371W	0.999999358	1
YLR286C	0.999999358	1
YJR152W	0.999999358	1
YKR053C	0.999999358	1
YDR297W	0.999999358	1
YPL088W	0.999999358	1
YGR177C	0.999999358	1
YJR133W	0.999999358	1
YOR108W	0.999999358	1
YNL334C	0.999999358	1
YGR256W	0.998667361	1
YHR183W	0.998665698	1
YGL148W	0.997380137	1
YER062C	0.994811914	1
YIL053W	0.993004369	1
YGR248W	0.988445086	1
YHR163W	0.988388289	1
YPL061W	0.985756346	1
WT_yields	0.694250162	0.134923773
