enzymes	genes	names	CC_lowGlc	CC_highGlc
W0TE54	KLMA_50452	KLMA_50452	0	0
W0TE67	KLMA_40365	KLMA_40365	0	0
W0TE72	KLMA_50467	KLMA_50467	0	0
W0TE79	KLMA_60067	KLMA_60067	0	0
W0TE83	KLMA_50477	KLMA_50477	0	0
W0TE86	KLMA_70104	KLMA_70104	0	0
W0TE88	KLMA_60077	KLMA_60077	0	0
W0TE93	KLMA_60082	KLMA_60082	0	0
W0TEA1	KLMA_50492	KLMA_50492	0	0
W0TEB9	KLMA_60419	KLMA_60419	0	0
W0TED6	KLMA_60434	KLMA_60434	0	0
W0TED9	KLMA_70159	KLMA_70159	0	0
W0TEE1	KLMA_40445	KLMA_40445	0	0
W0TEE2	KLMA_60439	KLMA_60439	0	0
W0TEG0	KLMA_70179	KLMA_70179	0	0
W0TEG4	KLMA_40470	KLMA_40470	0	0
W0TEG5	KLMA_70184	KLMA_70184	0	0
W0TEG9	KLMA_60167	KLMA_60167	0	0
W0TEH1	KLMA_60464	KLMA_60464	0	0
W0TEH6	KLMA_60469	KLMA_60469	0	0
W0TEI0	KLMA_70199	KLMA_70199	0	0
W0TEI6	KLMA_60187	KLMA_60187	0	0
W0TEJ1	KLMA_60192	KLMA_60192	0	0
W0TEK0	KLMA_70219	KLMA_70219	0	0
W0TEK8	KLMA_50592	KLMA_50592	0	0
W0TEL3	KLMA_50597	KLMA_50597	0	0
W0TEL7	KLMA_60222	KLMA_60222	0	0
W0TEM2	KLMA_60227	KLMA_60227	0	0
W0TEM5	KLMA_70249	KLMA_70249	0	0
W0TEP4	KLMA_60252	KLMA_60252	0	0
W0TEP9	KLMA_60514	KLMA_60514	0	0
W0TER0	KLMA_60529	KLMA_60529	0	0
W0TER8	KLMA_60282	KLMA_60282	0	0
W0TEU3	KLMA_70017	KLMA_70017	0	0
W0TEV0	KLMA_60317	KLMA_60317	0	0
W0TEW3	KLMA_60327	KLMA_60327	0	0
W0TEW4	KLMA_60040	KLMA_60040	0	0
W0TEW5	KLMA_70339	KLMA_70339	0	0
W0TEX6	KLMA_70349	KLMA_70349	0	0
W0TEY0	KLMA_60055	KLMA_60055	0	0
W0TEY1	KLMA_50020	KLMA_50020	0	0
W0TEZ1	KLMA_60070	KLMA_60070	0	0
W0TEZ4	KLMA_60075	KLMA_60075	0	0
W0TEZ5	KLMA_60357	KLMA_60357	0	0
W0TEZ8	KLMA_70077	KLMA_70077	0	0
W0TF02	KLMA_70082	KLMA_70082	0	0
W0TF09	KLMA_60090	KLMA_60090	0	0
W0TF11	KLMA_50050	KLMA_50050	0	0
W0TF20	KLMA_70102	KLMA_70102	0	0
W0TF23	KLMA_60382	KLMA_60382	0	0
W0TF38	KLMA_60125	KLMA_60125	0	0
W0TF41	KLMA_70404	KLMA_70404	0	0
W0TF43	KLMA_70127	KLMA_70127	0	0
W0TF44	KLMA_60130	KLMA_60130	0	0
W0TF55	KLMA_60412	KLMA_60412	0	0
W0TF59	KLMA_50095	KLMA_50095	0	0
W0TF60	KLMA_60417	KLMA_60417	0	0
W0TF68	KLMA_70429	KLMA_70429	0	0
W0TF72	KLMA_60427	KLMA_60427	0	0
W0TF75	KLMA_70162	KLMA_70162	0	0
W0TF85	KLMA_60442	KLMA_60442	0	0
W0TF87	KLMA_60180	KLMA_60180	0	0
W0TF96	KLMA_60452	KLMA_60452	0	0
W0TFA2	KLMA_60462	KLMA_60462	0	0
W0TFA3	KLMA_70202	KLMA_70202	0	0
W0TFA8	KLMA_70444	KLMA_70444	0	0
W0TFC1	KLMA_60482	KLMA_60482	0	0
W0TFD7	KLMA_80021	KLMA_80021	0	0
W0TFE1	KLMA_80026	KLMA_80026	0	0
W0TFE9	KLMA_60260	KLMA_60260	0	0
W0TFF3	KLMA_70262	KLMA_70262	0	0
W0TFF9	KLMA_80051	KLMA_80051	0.0127795227721563	0.0127795227721563
W0TFG2	KLMA_60275	KLMA_60275	0	0
W0TFG9	KLMA_80061	KLMA_80061	0	0
W0TFH3	KLMA_80066	KLMA_80066	0	0
W0TFH8	KLMA_60507	KLMA_60507	0	0
W0TFH9	KLMA_50195	KLMA_50195	0	0
W0TFJ7	KLMA_70307	KLMA_70307	0	0
W0TFK2	KLMA_80101	KLMA_80101	0	0
W0TFK4	KLMA_60527	KLMA_60527	0	0
W0TFK5	KLMA_60320	KLMA_60320	0	0
W0TFM2	KLMA_60335	KLMA_60335	0	0
W0TFN3	KLMA_50250	KLMA_50250	0	0
W0TFP1	KLMA_50260	KLMA_50260	0	0
W0TFP9	KLMA_80151	KLMA_80151	0	0
W0TFQ0	KLMA_50270	KLMA_50270	0	0
W0TFR6	KLMA_50290	KLMA_50290	0	0
W0TFS0	KLMA_50295	KLMA_50295	0	0
W0TFS2	KLMA_70045	KLMA_70045	0	0
W0TFS5	KLMA_70050	KLMA_70050	0	0
W0TFS9	KLMA_70377	KLMA_70377	0	0
W0TFU0	KLMA_50315	KLMA_50315	0	0
W0TFW1	KLMA_60415	KLMA_60415	0	0
W0TFW6	KLMA_60420	KLMA_60420	0	0
W0TFW7	KLMA_80221	KLMA_80221	0.0707001853791316	0.0707001853791316
W0TFY3	KLMA_50360	KLMA_50360	0	0
W0TFZ8	KLMA_60445	KLMA_60445	0	0
W0TG06	KLMA_70145	KLMA_70145	0	0
W0TG07	KLMA_60455	KLMA_60455	0	0
W0TG08	KLMA_50390	KLMA_50390	0	0
W0TG18	KLMA_80276	KLMA_80276	0.0159375833009629	0.0159375833009629
W0TG25	KLMA_70170	KLMA_70170	0	0
W0TG27	KLMA_70175	KLMA_70175	0	0
W0TG34	KLMA_80296	KLMA_80296	0	0
W0TG35	KLMA_70185	KLMA_70185	0	0
W0TG40	KLMA_80301	KLMA_80301	0	0
W0TG45	KLMA_80306	KLMA_80306	0	0
W0TG72	KLMA_80336	KLMA_80336	0	0
W0TG93	KLMA_80059	KLMA_80059	0	0
W0TG97	KLMA_80361	KLMA_80361	0	0
W0TG99	KLMA_60515	KLMA_60515	0	0
W0TGA3	KLMA_60520	KLMA_60520	0	0
W0TGD1	KLMA_80099	KLMA_80099	0.653281074809547	0.653281074809547
W0TGD9	KLMA_70003	KLMA_70003	0	0
W0TGE2	KLMA_70295	KLMA_70295	0	0
W0TGE6	KLMA_80406	KLMA_80406	0	0
W0TGF8	KLMA_50550	KLMA_50550	0	0
W0TGG7	KLMA_80139	KLMA_80139	0	0
W0TGH6	KLMA_80149	KLMA_80149	0	0
W0TGH7	KLMA_50565	KLMA_50565	0	0
W0TGI5	KLMA_80159	KLMA_80159	0	0
W0TGI7	KLMA_50575	KLMA_50575	0	0
W0TGM3	KLMA_70370	KLMA_70370	0	0
W0TGM4	KLMA_50610	KLMA_50610	0	0
W0TGM5	KLMA_80204	KLMA_80204	0	0
W0TGN5	KLMA_50625	KLMA_50625	0	0
W0TGN7	KLMA_70385	KLMA_70385	0	0
W0TGP2	KLMA_70123	KLMA_70123	0	0
W0TGP4	KLMA_80229	KLMA_80229	0	0
W0TGU3	KLMA_70193	KLMA_70193	0	0
W0TGV0	KLMA_80299	KLMA_80299	0	0
W0TGW9	KLMA_70223	KLMA_70223	0	0
W0TGX8	KLMA_70455	KLMA_70455	0	0
W0TGY4	KLMA_80334	KLMA_80334	0	0
W0TGZ0	KLMA_60078	KLMA_60078	0	0
W0TGZ5	KLMA_80344	KLMA_80344	0	0
W0TH02	KLMA_80017	KLMA_80017	0	0
W0TH19	KLMA_80037	KLMA_80037	0	0
W0TH20	KLMA_80369	KLMA_80369	0	0
W0TH21	KLMA_60113	KLMA_60113	0	0
W0TH29	KLMA_70278	KLMA_70278	0	0
W0TH32	KLMA_80379	KLMA_80379	0	0
W0TH43	KLMA_80389	KLMA_80389	0	0
W0TH65	KLMA_70313	KLMA_70313	0	0
W0TH97	KLMA_90011	KLMA_90011	0	0
W0THA2	KLMA_60198	KLMA_60198	0	0
W0THB9	KLMA_80142	KLMA_80142	0	0
W0THE4	KLMA_60243	KLMA_60243	0	0
W0THK9	KLMA_60323	KLMA_60323	0	0
W0THL5	KLMA_70443	KLMA_70443	0	0
W0THM4	KLMA_70448	KLMA_70448	0	0
W0THP1	KLMA_80005	KLMA_80005	0	0
W0THQ3	KLMA_80292	KLMA_80292	0	0
W0THR2	KLMA_60378	KLMA_60378	0	0
W0THR5	KLMA_80302	KLMA_80302	0.0106376334208837	0.0106376334208837
W0THR7	KLMA_60383	KLMA_60383	0	0
W0THS3	KLMA_80312	KLMA_80312	0	0
W0THS6	KLMA_60393	KLMA_60393	0	0
W0THS8	KLMA_80045	KLMA_80045	0	0
W0THS9	KLMA_80317	KLMA_80317	0	0
W0THT4	KLMA_80322	KLMA_80322	0	0
W0THU4	KLMA_80332	KLMA_80332	0	0
W0THU8	KLMA_60413	KLMA_60413	0	0
W0THU9	KLMA_80337	KLMA_80337	0	0
W0THV6	KLMA_60423	KLMA_60423	0	0
W0THY0	KLMA_80367	KLMA_80367	0	0
W0TI04	KLMA_80130	KLMA_80130	0	0
W0TI27	KLMA_80412	KLMA_80412	0	0
W0TI35	KLMA_80165	KLMA_80165	0	0
W0TI50	KLMA_90009	KLMA_90009	0	0
W0TI51	KLMA_80185	KLMA_80185	0	0
W0TI58	KLMA_80200	KLMA_80200	0	0
W0TIH4	KLMA_70086	KLMA_70086	0	0
W0TIM9	KLMA_80375	KLMA_80375	0	0
W0TIQ0	KLMA_80395	KLMA_80395	0	0
W0TIS0	KLMA_70191	KLMA_70191	0	0
W0TIS3	KLMA_80415	KLMA_80415	0	0
W0TIU0	KLMA_90002	KLMA_90002	0	0
W0TIU1	KLMA_70216	KLMA_70216	0	0
W0TIY0	KLMA_70261	KLMA_70261	0	0
W0TIY9	KLMA_70271	KLMA_70271	0	0
W0TIZ7	KLMA_70281	KLMA_70281	0	0
W0TJ01	KLMA_70286	KLMA_70286	0	0
W0TJ83	KLMA_70371	KLMA_70371	0	0
W0TJE4	KLMA_70426	KLMA_70426	0	0
W0TJK0	KLMA_70456	KLMA_70456	0	0
W0TJL8	KLMA_80018	KLMA_80018	0	0
W0TJM6	KLMA_80028	KLMA_80028	0	0
W0TJU3	KLMA_80113	KLMA_80113	0	0
W0TJY0	KLMA_80153	KLMA_80153	0	0
W0TK04	KLMA_80178	KLMA_80178	0	0
W0TK32	KLMA_80208	KLMA_80208	0	0
W0TK60	KLMA_80238	KLMA_80238	0	0
W0TK97	KLMA_80273	KLMA_80273	0	0
W0TKF9	KLMA_80348	KLMA_80348	0	0
W0TKL8	KLMA_80408	KLMA_80408	0	0
W0TKQ2	KLMA_90010	KLMA_90010	0	0
