enzymes	genes	names	CC_lowGlc	CC_highGlc
Q6CBK6	YALI0C17941g	YALI0_C17941g	0	0
Q6CBL1	YALI0C17831g	YALI0_C17831g	0	0
Q6CBN4	YALI0C16995g	YALI0_C16995g	0	0
Q6CBP5	YALI0C16753g	YALI0_C16753g	0	0
Q6CBQ9	YALI0C16434g	YALI0_C16434g	0	0
Q6CBT9	YALI0C15554g	YALI0_C15554g	0	0
Q6CBV3	YALI0C15224g	YALI0_C15224g	0	0
Q6CBY1	YALI0C14520g	YALI0_C14520g	0	0
Q6CBY8	YALI0C14344g	YALI0_C14344g	0	0
Q6CBZ7	YALI0C14036g	YALI0_C14036g	0	0
Q6CC16	YALI0C13508g	YALI0_C13508g	0	0
Q6CC22	YALI0C13354g	YALI0_C13354g	0	0
Q6CC28	YALI0C13090g	YALI0_C13090g	0	0
Q6CC38	YALI0C12771g	YALI0_C12771g	0	0
Q6CC39	YALI0C12749g	PUS1	0	0
Q6CC60	YALI0C12210g	YALI0_C12210g	0	0
Q6CC71	YALI0C11880g	YALI0_C11880g	0	0
Q6CC91	YALI0C11407g	YALI0_C11407g	0	0
Q6CC93	YALI0C11363g	YALI0_C11363g	0	0
Q6CCB3	YALI0C10901g	YALI0_C10901g	0	0
Q6CCB9	YALI0C10780g	YALI0_C10780g	0	0
Q6CCG2	YALI0C09636g	YALI0_C09636g	0	0
Q6CCI5	YALI0C09119g	YALI0_C09119g	0	0
Q6CCJ7	YALI0C08811g	YALI0_C08811g	0	0
Q6CCN0	YALI0C08074g	YALI0_C08074g	0	0
Q6CCQ8	YALI0C07414g	YALI0_C07414g	0	0
Q6CCR8	YALI0C07128g	YALI0_C07128g	0	0
Q6CCS2	YALI0C06996g	YALI0_C06996g	0	0
Q6CCS4	YALI0C06952g	YALI0_C06952g	0	0
Q6CCT2	YALI0C06776g	YALI0_C06776g	0	0
Q6CCU3	YALI0C06490g	MPG1	0	0
Q6CCU5	YALI0C06446g	YALI0_C06446g	0	0
Q6CCU7	YALI0C06369g	GPD	0.0169287031896406	0.0100450417015319
Q6CCV0	YALI0C06303g	YALI0_C06303g	0	0
Q6CCV1	YALI0C06281g	YALI0_C06281g	0	0
Q6CCW0	YALI0C06083g	HEM1	0	0
Q6CCW6	YALI0C05951g	YALI0_C05951g	0	0
Q6CCY8	YALI0C05467g	YALI0_C05467g	0	0
Q6CCZ6	YALI0C05258g	YALI0_C05258g	0	0
Q6CD21	YALI0C04433g	YALI0_C04433g	0	0
Q6CD33	YALI0C04180g	YALI0_C04180g	0	0
Q6CD53	YALI0C03674g	YALI0_C03674g	0	0
Q6CD74	YALI0C03179g	YALI0_C03179g	0	0
Q6CD79	YALI0C03025g	YALI0_C03025g	0	0
Q6CD80	YALI0C03003g	YALI0_C03003g	0	0
Q6CDC5	YALI0C01716g	YALI0_C01716g	0	0
Q6CDD3	YALI0C01411g	YALI0_C01411g	0.0728152847681524	0.0181518189386967
Q6CDE7	YALI0C01111g	YALI0_C01111g	0	0
Q6CDI5	YALI0C00253g	YALI0_C00253g	0	0
Q6CDI7	YALI0C00209g	YALI0_C00209g	0.0223799401348262	0
Q6CDK2	YALI0B23298g	YALI0_B23298g	0	0
Q6CDK7	YALI0B23188g	YALI0_B23188g	0	0
Q6CDL9	YALI0B22924g	HAM1	0	0
Q6CDM0	YALI0B22902g	BNA5	0	0
Q6CDN6	YALI0B22550g	YALI0_B22550g	0	0
Q6CDN8	YALI0B22506g	YALI0_B22506g	0	0
Q6CDQ7	YALI0B22066g	YALI0_B22066g	0	0
Q6CDR5	YALI0B21846g	YALI0B21846g	0	0
Q6CDR7	YALI0B21780g	YALI0_B21780g	0	0
Q6CDT1	YALI0B21428g	YALI0_B21428g	0	0
Q6CDX6	YALI0B20438g	YALI0_B20438g	0	0
Q6CDY7	YALI0B20196g	YALI0_B20196g	0	0
Q6CDZ3	YALI0B20020g	YALI0_B20020g	0	0
Q6CDZ4	YALI0B19998g	YALI0_B19998g	0	0
Q6CDZ5	YALI0B19976g	YALI0_B19976g	0	0
Q6CE35	YALI0B18898g	YALI0_B18898g	0	0
Q6CE40	YALI0B18759g	YALI0_B18759g	0	0
Q6CE59	YALI0B18348g	YALI0_B18348g	0	0
Q6CE86	YALI0B17688g	TSC10	0	0
Q6CE87	YALI0B17666g	YALI0_B17666g	0	0
Q6CE88	YALI0B17644g	ERG27	0	0
Q6CE97	YALI0B17402g	YALI0_B17402g	0	0
Q6CEA0	YALI0B17336g	YALI0_B17336g	0	0
Q6CEA6	YALI0B17204g	YALI0_B17204g	0	0
Q6CEE3	YALI0B16324g	YALI0_B16324g	0	0
Q6CEE8	YALI0B16214g	YALI0_B16214g	0	0
Q6CEE9	YALI0B16192g	YALI0B16192g	0	0
Q6CEF2	YALI0B16126g	YALI0_B16126g	0	0
Q6CEF3	YALI0B16104g	GUA1	0	0
Q6CEF6	YALI0B16038g	YALI0_B16038g	0	0
Q6CEG2	YALI0B15884g	COQ3	0	0
Q6CEH1	YALI0B15664g	YALI0_B15664g	0	0
Q6CEH4	YALI0B15598g	YALI0_B15598g	0	0
Q6CEI8	YALI0B15304g	YALI0_B15304g	0	0
Q6CEJ7	YALI0B15125g	YALI0_B15125g	0	0
Q6CEK6	YALI0B14927g	RBK1	0	0
Q6CEL0	YALI0B14839g	YALI0_B14839g	0	0
Q6CEL5	YALI0B14729g	YALI0_B14729g	0	0
Q6CEM0	YALI0B14619g	YALI0_B14619g	0	0
Q6CEM4	YALI0B14531g	YALI0_B14531g	0	0
Q6CEM5	YALI0B14509g	YALI0_B14509g	0	0
Q6CEM7	YALI0B14465g	YALI0_B14465g	0	0
Q6CEN0	YALI0B14399g	YALI0_B14399g	0	0
Q6CEN5	YALI0B14289g	YALI0_B14289g	0	0
Q6CEQ0	YALI0B13970g	YALI0_B13970g	0	0
Q6CER7	YALI0B13552g	YALI0_B13552g	0	0
Q6CES1	YALI0B13464g	YALI0_B13464g	0	0
Q6CES3	YALI0B13420g	MEU1	0	0
Q6CEX7	YALI0B12078g	YALI0_B12078g	0	0
Q6CF09	YALI0B11286g	YALI0_B11286g	0	0
Q6CF18	YALI0B11044g	NTE1	0	0
Q6CF43	YALI0B10406g	YALI0_B10406g	0	0
Q6CF46	YALI0B10340g	YALI0_B10340g	0	0
Q6CF67	YALI0B09845g	YALI0_B09845g	0	0
Q6CF74	YALI0B09647g	YALI0_B09647g	0	0
Q6CF75	YALI0B09625g	YALI0_B09625g	0	0
Q6CF99	YALI0B08965g	YALI0_B08965g	0	0
Q6CFA0	YALI0B08943g	YALI0_B08943g	0	0
Q6CFD2	YALI0B08184g	MET3	0	0
Q6CFD3	YALI0B08140g	YALI0_B08140g	0	0
Q6CFD7	YALI0B08052g	YALI0_B08052g	0	0
Q6CFF6	YALI0B07447g	YALI0_B07447g	0	0
Q6CFG7	YALI0B07117g	YALI0_B07117g	0	0
Q6CFH4	YALI0B06941g	RKI1	0.058707882695991	0.0627117176642583
Q6CFH9	YALI0B06831g	YALI0_B06831g	0	0
Q6CFK9	YALI0B06006g	YALI0_B06006g	0	0
Q6CFL2	YALI0B05918g	YALI0_B05918g	0	0
Q6CFN6	YALI0B05368g	YALI0_B05368g	0	0
Q6CFP4	YALI0B05126g	YALI0_B05126g	0	0
Q6CFS3	YALI0B04312g	YALI0_B04312g	0	0
Q6CFS9	YALI0B04180g	ALA1	0	0
Q6CFT7	YALI0B03982g	YALI0_B03982g	0	0
Q6CFU6	YALI0B03630g	YALI0_B03630g	0.0130639050601963	0
Q6CFX1	YALI0B02852g	BNA1	0	0
Q6CFX7	YALI0B02728g	YALI0_B02728g	0	0
Q6CFY9	YALI0B02376g	YALI0_B02376g	0	0
Q6CFZ5	YALI0B02222g	YALI0_B02222g	0	0
Q6CFZ7	YALI0B02178g	YALI0_B02178g	0	0
Q6CG11	YALI0B01826g	FMN1	0	0
Q6CG17	YALI0B01672g	YALI0_B01672g	0	0
Q6CG23	YALI0B01540g	YALI0_B01540g	0	0
Q6CG29	YALI0B01364g	YALI0_B01364g	0	0
Q6CG51	YALI0B00836g	YALI0_B00836g	0.0207657765301931	0
Q6CG56	YALI0B00726g	DYS1	0	0
Q6CG57	YALI0B00704g	ADK1	0	0
Q6CG63	YALI0B00572g	YALI0_B00572g	0	0
Q6CG74	YALI0B00220g	YALI0_B00220g	0	0
Q6CG81	YALI0A21417g	YALI0_A21417g	0	0
Q6CG88	YALI0A21263g	ALO1	0	0
Q6CG92	YALI0A21153g	YALI0_A21153g	0	0
Q6CGA3	YALI0A20922g	YALI0_A20922g	0	0
Q6CGD3	YALI0A20295g	CPD1	0	0
Q6CGE0	YALI0A20108g	YALI0_A20108g	0	0
Q6CGH7	YALI0A19206g	YALI0_A19206g	0	0
Q6CGI3	YALI0A19074g	YALI0_A19074g	0	0
Q6CGM4	YALI0A18062g	YALI0_A18062g	0.0444580997560423	0.0111120505544674
Q6CGP7	YALI0A17468g	YALI0_A17468g	0	0
Q6CGS4	YALI0A16698g	MRI1	0	0
Q6CGT5	YALI0A16379g	YALI0_A16379g	0	0
Q6CGV1	YALI0A15972g	YALI0_A15972g	0	0
Q6CGV2	YALI0A15950g	YALI0_A15950g	0	0
Q6CGV3	YALI0A15906g	YALI0_A15906g	0	0
Q6CGX5	YALI0A15147g	YALI0_A15147g	0	0
Q6CGY9	YALI0A14806g	YALI0_A14806g	0	0
Q6CGZ0	YALI0A14784g	YALI0_A14784g	0	0
Q6CH03	YALI0A14498g	ADI1	0	0
Q6CH12	YALI0A14157g	YALI0_A14157g	0	0
Q6CH25	YALI0A13387g	YALI0_A13387g	0	0
Q6CH50	YALI0A12353g	YALI0_A12353g	0	0
Q6CH62	YALI0A12045g	YALI0_A12045g	0	0
Q6CH91	YALI0A11143g	YALI0_A11143g	0	0
Q6CHC2	YALI0A10310g	YALI0_A10310g	0	0
Q6CHD4	YALI0A10032g	YALI0_A10032g	0	0
Q6CHD8	YALI0A09900g	YALI0_A09900g	0	0
Q6CHE0	YALI0A09856g	YALI0_A09856g	0	0
Q6CHE9	YALI0A09636g	EFM7	0	0
Q6CHF9	YALI0A09427g	YALI0_A09427g	0	0
Q6CHH8	YALI0A08668g	YALI0_A08668g	0	0
Q6CHJ3	YALI0A08217g	YALI0_A08217g	0	0
Q6CHK1	YALI0A08041g	YALI0_A08041g	0	0
Q6CHP1	YALI0A06787g	YALI0A06787g	0	0
Q6CHQ0	YALI0A06589g	YALI0_A06589g	0	0
Q6CHS7	YALI0A05379g	YALI0_A05379g	0	0
Q6CHU1	YALI0A04983g	YALI0_A04983g	0	0
Q6CHV1	YALI0A04675g	YALI0_A04675g	0	0
Q6CI02	YALI0A02915g	YALI0_A02915g	0	0
Q6CI15	YALI0A02541g	YALI0_A02541g	0	0
Q6CI19	YALI0A02453g	YALI0_A02453g	0	0
Q6CI26	YALI0A02310g	YALI0_A02310g	0	0
Q6CI67	YALI0A01133g	YALI0_A01133g	0	0
Q6CIA2	YALI0A00264g	YALI0_A00264g	0	0
Q6L8K7	YALI0E11099g	PAT1	0	0
Q99145	YALI0C05170g	HIS1	0	0
Q99148	YALI0F21010g	ADE1	0	0
Q9UVF4	YALI0B02948g	GPD1	0	0
Q9Y753	YALI0A10076g	SQS1	0	0
W0TYM5	YALI0E11355g	YALI0_E11355g	0	0
W0TYP2	YALI0B11154g	YALI0_B11154g	0	0
