Row	s_4207	Growth		yield (u=0.05)	FC (0.05/0.1)
YOR136W	0.999995723	1		0.529816827	1.180891446
YDL080C	0.999995723	1		0.529798006	1.180849498
YBR132C	0.999995723	1		0.529798008	1.180849502
YFL058W	0.999995723	1		0.531918521	1.185575845
YBR111C	0.999995723	1		0.529799111	1.18085196
YCL004W	0.999995723	1		0.529801143	1.180856489
YHR100C	0.999995723	1		0.529801143	1.180856489
YBL064C	0.999995723	1		0.52979852	1.180850644
YIL155C	0.999995723	1		0.529797914	1.180849293
YGR240C	0.999995723	1		0.530226839	1.18180531
YOL152W	0.999995723	1		0.53148069	1.184599977
YDL142C	0.999995723	1		0.531441771	1.184513231
YPL059W	0.999995723	1		0.529797913	1.180849289
YOL151W	0.999995723	1		0.531905182	1.185546113
YHR201C	0.999995723	1		0.530221509	1.181793429
YDR373W	0.999995723	1		0.529798467	1.180850524
YDR196C	0.999995723	1		0.531103796	1.18375993
YDR035W	0.999995723	1		0.531922051	1.185583712
YDL238C	0.999995723	1		0.531104533	1.183761572
YMR226C	0.999995723	1		0.529798071	1.180849643
YDL120W	0.999995723	1		0.530232556	1.181818052
YMR303C	0.999995723	1		0.530234363	1.18182208
YIL002C	0.999995723	1		0.529816827	1.180891446
YJR159W	0.999995723	1		0.529797914	1.180849293
YCR024C-A	0.999995723	1		0.532360118	1.186560104
YEL017C-A	0.999995723	1		0.532360118	1.186560104
YMR015C	0.999995723	1		0.529798039	1.180849571
YOR251C	0.999995723	1		0.529797976	1.18084943
YOR286W	0.999995723	1		0.529798467	1.180850524
YJR040W	0.999995723	1		0.531483674	1.184606627
YHR109W	0.999995723	1		0.52979852	1.180850644
YKL069W	0.999995723	1		0.529798008	1.180849502
YLR146C	0.999995723	1		0.529798821	1.180851314
YPR001W	0.999995723	1		0.532365075	1.186571155
YBL080C	0.999995723	1		0.529817462	1.180892862
YOR196C	0.999995723	1		0.529797974	1.180849425
YOR381W	0.999995723	1		0.53148069	1.184599977
YOR384W	0.999995723	1		0.53148069	1.184599977
YGR157W	0.999995723	1		0.531445984	1.184522621
YMR169C	0.999995723	1		0.531924834	1.185589914
YDL100C	0.999995723	1		0.53144203	1.184513808
YOR100C	0.999995723	1		0.529797913	1.180849289
YHR174W	0.999995723	1		0.530231435	1.181815554
YOR002W	0.999995723	1		0.531871943	1.185472028
YKL150W	0.999995723	1		0.529798985	1.18085168
YMR110C	0.999995723	1		0.529798045	1.180849585
YNL274C	0.999995723	1		0.529799143	1.180852031
YGL256W	0.999995723	1		0.53187957	1.185489028
YGR256W	0.999995723	1		0.529797913	1.180849289
YLR070C	0.999995723	1		0.529798393	1.18085036
YBR121C	0.999995723	1		0.531478995	1.184596199
YMR113W	0.999995723	1		0.529820644	1.180899955
YBR229C	0.999995723	1		0.529801143	1.180856489
YIR029W	0.999995723	1		0.529799221	1.180852205
YDL236W	0.999995723	1		0.529799443	1.1808527
YMR278W	0.999995723	1		0.529797913	1.180849289
YML125C	0.999995723	1		0.530233946	1.181821149
YIL053W	0.999995723	1		0.529797978	1.180849434
YGL008C	0.999995722	1		0.529816816	1.180891423
YCL009C	0.999995722	1		0.531867351	1.185461792
YPR121W	0.999995722	1		0.529797978	1.180849434
YPR184W	0.999995722	1		0.529797858	1.180849167
YDR020C	0.999995722	1		0.530264555	1.181889373
YIL074C	0.999995722	1		0.52979882	1.180851312
YDR452W	0.999995709	1		0.529800841	1.180855816
YMR105C	0.999995708	1		0.529816816	1.180891423
YML106W	0.999995575	1		0.529797958	1.180849391
YML056C	0.999995453	1		0.52979788	1.180849218
YDL022W	0.999995347	1		0.529797868	1.180849189
YMR261C	0.999995028	1		0.529801581	1.180857465
YGL062W	0.999994945	1		0.529798021	1.180849531
YCR048W	0.999994933	1		0.529817117	1.180892093
YBL068W	0.999994902	1		0.529799274	1.180852324
YOR209C	0.999994902	1		0.529798467	1.180850524
YIL043C	0.999994902	1		0.529797858	1.180849167
YMR020W	0.999994902	1		0.529797937	1.180849343
YPR140W	0.999994902	1		0.529797858	1.180849167
YLR231C	0.999994902	1		0.529797913	1.180849289
YJL212C	0.999994893	1		0.529817639	1.180893256
YKR080W	0.999994893	1		0.529797858	1.180849167
YJR130C	0.999994893	1		0.529797913	1.180849289
YMR243C	0.999994893	1		0.529797914	1.180849293
YGL225W	0.999994893	1		0.529817117	1.180892093
YBR092C	0.999994893	1		0.529798515	1.180850632
YDR502C	0.999994893	1		0.529797914	1.180849293
YDL210W	0.999994893	1		0.529817462	1.180892862
YDL040C	0.999994891	1		0.531437881	1.184504561
YGR147C	0.999994891	1		0.531437881	1.184504561
YIL162W	0.999994846	1		0.529797913	1.180849289
YOL059W	0.999994846	1		0.529817117	1.180892093
YJL101C	0.999994846	1		0.529799054	1.180851833
YOL049W	0.999994846	1		0.529799054	1.180851833
YCR107W	0.999994846	1		0.531103762	1.183759855
YBR161W	0.999994846	1		0.529801143	1.180856489
YDR531W	0.999994846	1		0.529799433	1.180852677
YIL083C	0.999994846	1		0.529799433	1.180852677
YNR027W	0.999994846	1		0.529797913	1.180849289
YDR437W	0.999994846	1		0.529797913	1.180849289
YGR216C	0.999994846	1		0.529797913	1.180849289
YNL038W	0.999994846	1		0.529797913	1.180849289
YPL096C-A	0.999994846	1		0.529797913	1.180849289
YPL175W	0.999994846	1		0.529797913	1.180849289
YIR031C	0.999994846	1		0.529817117	1.180892093
YEL041W	0.999994846	1		0.530240132	1.181834938
YBR035C	0.999994846	1		0.52979791	1.180849284
YIR028W	0.999994846	1		0.529824447	1.180908431
YJR152W	0.999994846	1		0.529824447	1.180908431
YDR204W	0.999994846	1		0.532364655	1.186570218
YGL119W	0.999994846	1		0.532364655	1.186570218
YGR255C	0.999994846	1		0.532364655	1.186570218
YPL274W	0.999994846	1		0.529817117	1.180892093
YER174C	0.999994846	1		0.529797976	1.18084943
YKL165C	0.999994846	1		0.529798812	1.180851295
YIL009W	0.999994846	1		0.530221924	1.181794355
YBR093C	0.999994846	1		0.529798515	1.180850632
YJL139C	0.999994846	1		0.529798515	1.180850632
YKR061W	0.999994846	1		0.529798515	1.180850632
YLR307W	0.999994846	1		0.529798515	1.180850632
YLR308W	0.999994846	1		0.529798515	1.180850632
YNL029C	0.999994846	1		0.529798515	1.180850632
YHR215W	0.999994846	1		0.529798515	1.180850632
YPR003C	0.999994846	1		0.531867432	1.185461975
YIR038C	0.999994846	1		0.529799166	1.180852082
YIL145C	0.999994846	1		0.529798831	1.180851337
YLR239C	0.999994846	1		0.529797976	1.18084943
YBR183W	0.999994846	1		0.530234701	1.181822833
YGR036C	0.999994846	1		0.529797914	1.180849293
YOR171C	0.999994846	1		0.529797913	1.180849289
YER024W	0.999994846	1		0.532363818	1.186568352
YDR530C	0.999994846	1		0.532359953	1.186559738
YJR110W	0.999994846	1		0.529817449	1.180892833
YDR297W	0.999994846	1		0.53022625	1.181803996
YBR046C	0.999994846	1		0.529801153	1.180856513
YML082W	0.999994846	1		0.529801363	1.180856981
YBL042C	0.999994846	1		0.529817117	1.180892093
YBR117C	0.999994846	1		0.529798469	1.180850529
YPL206C	0.999994846	1		0.529798467	1.180850524
YJR153W	0.999994846	1		0.529798515	1.180850632
YGR244C	0.999994846	1		0.529798398	1.18085037
YOR142W	0.999994846	1		0.529798398	1.18085037
YPL076W	0.999994846	1		0.529797913	1.180849289
YLL051C	0.999994846	1		0.529797978	1.180849434
YBR004C	0.999994846	1		0.529797976	1.18084943
YNL106C	0.999994846	1		0.529797913	1.180849289
YNL192W	0.999994846	1		0.529798105	1.180849718
YGR170W	0.999994846	1		0.530259826	1.181878832
YKL088W	0.999994846	1		0.529799088	1.180851909
YDR371W	0.999994846	1		0.529797908	1.18084928
YKL152C	0.999994846	1		0.529820411	1.180899435
YJR104C	0.999994846	1		0.529801405	1.180857074
YGR234W	0.999994846	1		0.529817117	1.180892093
YGL167C	0.999994846	1		0.529797976	1.18084943
YFR044C	0.999994846	1		0.529797913	1.180849289
YDL042C	0.999994846	1		0.529817462	1.180892862
YDR191W	0.999994846	1		0.529817462	1.180892862
YOL068C	0.999994846	1		0.529817462	1.180892862
YOR025W	0.999994846	1		0.529817462	1.180892862
YPL015C	0.999994846	1		0.529817462	1.180892862
YPR069C	0.999994846	1		0.529805204	1.180865541
YAR071W	0.999994846	1		0.529798515	1.180850632
YBR199W	0.999994846	1		0.529798515	1.180850632
YBR205W	0.999994846	1		0.529798515	1.180850632
YBR299W	0.999994846	1		0.529798515	1.180850632
YDR483W	0.999994846	1		0.529798515	1.180850632
YGR287C	0.999994846	1		0.529798515	1.180850632
YGR292W	0.999994846	1		0.529798515	1.180850632
YIL172C	0.999994846	1		0.529798515	1.180850632
YJL216C	0.999994846	1		0.529798515	1.180850632
YJL221C	0.999994846	1		0.529798515	1.180850632
YOR099W	0.999994846	1		0.529798515	1.180850632
YPL053C	0.999994846	1		0.529798515	1.180850632
YAL062W	0.999994846	1		0.529827218	1.180914608
YDR261C	0.999994846	1		0.529798515	1.180850632
YGR282C	0.999994846	1		0.529817127	1.180892116
YLR300W	0.999994846	1		0.529817127	1.180892116
YOR190W	0.999994846	1		0.529817127	1.180892116
YER163C	0.999994846	1		0.529797963	1.180849402
YMR318C	0.999994846	1		0.530222705	1.181796095
YPR127W	0.999994846	1		0.529798477	1.180850547
YKL212W	0.999994846	1		0.529817117	1.180892093
YDR538W	0.999994846	1		0.532364655	1.186570218
YDR539W	0.999994846	1		0.532364655	1.186570218
YOR126C	0.999994846	1		0.529798397	1.18085037
YKL035W	0.999994846	1		0.529801974	1.180858341
YGL067W	0.999994846	1		0.529817117	1.180892093
YOR054C	0.999994846	1		0.529826334	1.180912636
YPR118W	0.999994846	1		0.529797939	1.180849348
YBR041W	0.999994846	1		0.531446127	1.18452294
YGR065C	0.999994846	1		0.529817127	1.180892116
YPL057C	0.999994846	1		0.531441611	1.184512876
YER183C	0.999994845	1		0.529798776	1.180851214
YMR058W	0.999994633	1		0.529797913	1.180849289
YMR319C	0.999994633	1		0.529817463	1.180892865
YLL058W	0.999994624	1		0.529797728	1.180848878
YLL060C	0.999994588	1		0.529798821	1.180851314
YMR170C	0.999994579	1		0.529826911	1.180913924
YHR046C	0.999994532	1		0.529797976	1.18084943
YOR374W	0.999994532	1		0.529798571	1.180850756
YHR044C	0.999994532	1		0.529798469	1.180850529
YBR042C	0.999994532	1		0.529802335	1.180859147
YLR446W	0.999994532	1		0.529798412	1.180850402
YJR133W	0.999994532	1		0.5297999	1.180853719
YJR143C	0.999994532	1		0.531157722	1.183880125
YBR022W	0.999994532	1		0.531157563	1.18387977
YHR043C	0.999994532	1		0.529798469	1.180850529
YOR321W	0.999994532	1		0.531441611	1.184512876
YBR252W	0.999994532	1		0.530243364	1.181842142
YCL052C	0.999994532	1		0.530233595	1.181820367
YJR013W	0.999994532	1		0.530233595	1.181820367
YBR011C	0.999994532	1		0.529797858	1.180849167
YKL026C	0.999994532	1		0.529797913	1.180849289
YGR010W	0.999994532	1		0.529797923	1.180849311
YJR048W	0.999994532	1		0.530238821	1.181832015
YDL045C	0.999994532	1		0.529797971	1.18084942
YOR163W	0.999994532	1		0.531104127	1.183760668
YFL001W	0.999994532	1		0.529797913	1.180849289
YNR060W	0.999994532	1		0.52979786	1.180849171
YOR388C	0.999994532	1	FDH1	0.529797858	1.180849167
YFL053W	0.999994532	1		0.529797976	1.18084943
YBR159W	0.999994532	1		0.529826334	1.180912636
YMR301C	0.999994532	1		0.531467184	1.184569875
YDR399W	0.999994532	1		0.529798032	1.180849556
YNL292W	0.999994532	1		0.529798436	1.180850456
YMR083W	0.999994532	1		0.529798876	1.180851436
YKL192C	0.999994532	1		0.529797858	1.180849167
YGR043C	0.999994532	1		0.529821152	1.180901088
YDR147W	0.999994532	1		0.529797913	1.180849289
YHR074W	0.999994532	1		0.529798491	1.180850578
YNL256W	0.999994532	1		0.529797913	1.180849289
YDR248C	0.999994532	1		0.52979929	1.180852359
YLR386W	0.999994532	1		0.529797858	1.180849167
YNL325C	0.999994532	1		0.529797858	1.180849167
YNR058W	0.999994532	1		0.529798562	1.180850738
YML035C	0.999994532	1		0.531449282	1.184529973
YLR450W	0.999994519	1		0.529797992	1.180849466
YML075C	0.999994519	1		0.529820683	1.180900042
YER152C	0.999994518	1		0.529798504	1.180850607
YGR180C	0.999992604	1		0.52979852	1.180850644
YDR368W	0.999992289	1		0.529798397	1.18085037
YEL071W	0.999992289	1		0.529837969	1.18093857
YGR087C	0.999992289	1		0.529798103	1.180849714
YDL166C	0.999991262	1		0.529791812	1.180835693
YHR011W	0.999981013	1		0.52980226	1.180858979
YOR375C	0.999978853	1		0.52979094	1.180833749
YER099C	0.999977874	1		0.529795779	1.180844534
YDR516C	0.999968332	1		0.530229925	1.181812188
YHR144C	0.999967734	1		0.529795482	1.180843873
YAL044C	0.999965751	1		0.529789018	1.180829464
YDR019C	0.999965751	1		0.529789018	1.180829464
YMR189W	0.999965751	1		0.529789018	1.180829464
YGR171C	0.999965653	1		0.529817462	1.180892862
YGL156W	0.999965653	1		0.529798006	1.180849498
YOR040W	0.999965653	1		0.529817462	1.180892862
YBR110W	0.999965653	1		0.529817462	1.180892862
YLR172C	0.999965653	1		0.529817462	1.180892862
YCR028C	0.999965355	1		0.529798467	1.180850524
YOR360C	0.999965355	1		0.529798006	1.180849498
YOR143C	0.999965355	1		0.529817117	1.180892093
YBL013W	0.999965355	1		0.529798515	1.180850632
YBR034C	0.999965355	1		0.529798515	1.180850632
YHR068W	0.999965355	1		0.529817462	1.180892862
YKL194C	0.999965355	1		0.529817462	1.180892862
YKR069W	0.999965355	1		0.529798515	1.180850632
YPR160W	0.999965328	1		0.529797913	1.180849289
YOR155C	0.999965328	1		0.529817117	1.180892093
YNL334C	0.999965328	1		0.529797913	1.18084929
YPL252C	0.999965328	1		0.529798821	1.180851314
YCL064C	0.999965328	1		0.529799166	1.180852082
YEL029C	0.999965328	1		0.529797914	1.180849293
YPL212C	0.999965328	1		0.529799399	1.180852601
YOL011W	0.999965328	1		0.529801143	1.180856489
YAL022C	0.999965324	1		0.529798006	1.180849498
YNL129W	0.999965324	1		0.529798515	1.180850632
YDR380W	0.999965324	1		0.529817127	1.180892116
YDL103C	0.999965249	1		0.52979786	1.180849171
YKL220C	0.999965244	1		0.529797923	1.180849312
YLR214W	0.999965244	1		0.529800853	1.180855843
YGR277C	0.999965244	1		0.529798469	1.180850529
YEL042W	0.999965026	1		0.529798515	1.180850632
YBR235W	0.999965026	1		0.529797914	1.180849293
YGL022W	0.999965021	1		0.529797913	1.180849289
YDL182W	0.999965017	1		0.529817117	1.180892093
YJL026W	0.999965017	1		0.529801251	1.180856729
YHR037W	0.999965017	1		0.529822722	1.180904586
YOR377W	0.999965017	1		0.529797858	1.180849167
YNR067C	0.999965017	1		0.529797961	1.180849397
YDR440W	0.999965017	1		0.529797913	1.180849289
YBR070C	0.999964999	1		0.529797913	1.180849289
YGL047W	0.999964999	1		0.529797913	1.180849289
YNL048W	0.999964994	1		0.529798467	1.180850524
YKL127W	0.99996499	1		0.529799166	1.180852082
YMR289W	0.99996499	1		0.531924836	1.185589919
YNR033W	0.99996499	1		0.531924836	1.185589919
YOR311C	0.99996499	1		0.529797858	1.180849167
YBR204C	0.99996499	1		0.531173772	1.183915897
YLL012W	0.99996499	1		0.529826644	1.180913329
YDR111C	0.99996499	1	ALT2	0.529798067	1.180849634
YKR089C	0.99996499	1		0.529798397	1.18085037
YLR151C	0.99996499	1		0.529797913	1.180849289
YLR305C	0.99996499	1		0.532359859	1.186559527
YBR265W	0.99996499	1		0.531479317	1.184596917
YJL155C	0.99996499	1		0.529797913	1.180849289
YDR268W	0.99996499	1		0.529817462	1.180892862
YLR299W	0.99996499	1		0.529798515	1.180850632
YLR382C	0.99996499	1		0.529798515	1.180850632
YNL073W	0.99996499	1		0.529798515	1.180850632
YPL097W	0.99996499	1		0.529817462	1.180892862
YPR047W	0.99996499	1		0.529798515	1.180850632
YBR213W	0.99996499	1		0.529798515	1.180850632
YDR062W	0.99996499	1		0.531432791	1.184493217
YMR296C	0.99996499	1		0.531432791	1.184493217
YJR001W	0.99996499	1		0.529797921	1.180849307
YFL061W	0.99996499	1		0.529798414	1.180850406
YNL335W	0.99996499	1		0.529798414	1.180850406
YEL046C	0.99996499	1		0.529686679	1.180601365
YKL215C	0.99996499	1		0.529797964	1.180849403
YDR376W	0.99996499	1		0.530234105	1.181821503
YML008C	0.99996499	1		0.531429901	1.184486775
YLR155C	0.99996499	1		0.529797914	1.180849293
YLR157C	0.99996499	1		0.529797914	1.180849293
YLR158C	0.99996499	1		0.529797914	1.180849293
YLR160C	0.99996499	1		0.529797914	1.180849293
YLR011W	0.99996499	1		0.529820689	1.180900054
YHL016C	0.99996492	1		0.529817462	1.180892862
YIL010W	0.99996492	1		0.529798561	1.180850733
YHR128W	0.999964916	1		0.529817462	1.180892862
YJL126W	0.999964916	1		0.529797913	1.180849289
YLR201C	0.999964916	1		0.532364655	1.186570218
YML110C	0.999964916	1		0.532364655	1.186570218
YOL096C	0.999964916	1		0.532364655	1.186570218
YOR125C	0.999964916	1		0.532364655	1.186570218
YGL142C	0.999964916	1		0.529798625	1.180850878
YPL227C	0.999964916	1		0.529797913	1.180849289
YMR271C	0.999964916	1		0.529797858	1.180849167
YNL141W	0.999964916	1		0.531880509	1.18549112
YGR289C	0.999964916	1		0.529798821	1.180851314
YDR178W	0.999964916	1		0.529798766	1.180851191
YOL136C	0.999964916	1		0.529817794	1.180893602
YPL214C	0.999964889	1		0.52979853	1.180850665
YBR002C	0.999964889	1		0.53023279	1.181818573
YDR400W	0.999964881	1		0.529797858	1.180849167
YML054C	0.999964881	1		0.529798831	1.180851337
YGR267C	0.999964854	1		0.530233595	1.181820367
YCR036W	0.999964854	1		0.529826979	1.180914074
YJR095W	0.999964796	1		0.529790301	1.180832325
YLR027C	0.999964639	1		0.529818527	1.180895236
YBR263W	0.999961789	1		0.529788953	1.18082932
YDR503C	0.999958546	1		0.529798362	1.18085029
YMR306W	0.999945172	1		0.529793458	1.180839361
YJR051W	0.999931506	1		0.529744107	1.180729363
YDL085W	0.999911005	1	NDE2	0.529770391	1.180787948
YGR155W	0.99990879	1		0.529781338	1.180812346
YML120C	0.99990106	1		0.531857683	1.185440244
YER086W	0.999886468	1		0.530220516	1.181791217
YBR291C	0.99986975	1		0.529791704	1.180835452
YGR209C	0.999848578	1		0.52980282	1.180860227
YDR322C-A	0.999842739	1		0.529757522	1.180759263
YPR020W	0.999842739	1		0.529757522	1.180759263
YOL077W-A	0.999842739	1		0.529757522	1.180759263
Q0080	0.999842739	1		0.529757522	1.180759263
Q0085	0.999842739	1		0.529757522	1.180759263
Q0130	0.999842739	1		0.529757522	1.180759263
YBL099W	0.999842739	1		0.529757522	1.180759263
YBR039W	0.999842739	1		0.529757522	1.180759263
YDL004W	0.999842739	1		0.529757522	1.180759263
YDR298C	0.999842739	1		0.529757522	1.180759263
YDR377W	0.999842739	1		0.529757522	1.180759263
YJR121W	0.999842739	1		0.529757522	1.180759263
YKL016C	0.999842739	1		0.529757522	1.180759263
YLR295C	0.999842739	1		0.529757522	1.180759263
YML081C-A	0.999842739	1		0.529757522	1.180759263
YPL078C	0.999842739	1		0.529757522	1.180759263
YPL271W	0.999842739	1		0.529757522	1.180759263
YHL012W	0.999790711	1		0.529772845	1.180793417
YCL050C	0.9997729	1		0.529744149	1.180729457
YHR183W	0.99976162	1		0.529736206	1.180711753
YLR058C	0.999756492	1		0.530455792	1.182315614
YPR074C	0.999748689	1		0.52972799	1.18069344
YKL120W	0.99967451	1		0.529689582	1.180607836
YKL181W	0.999673036	1		0.529760403	1.180765685
YHR137W	0.999616678	1		0.529752688	1.180748489
YGL202W	0.999423159	1		0.529729006	1.180695707
YNL104C	0.999334444	1		0.529494791	1.180173672
YHR163W	0.999283045	1		0.530917956	1.183345718
YHR002W	0.999182055	1		0.529398623	1.179959326
YJR105W	0.998914071	1		0.529571925	1.180345593
YDR300C	0.998777889	1		0.530091664	1.181504023
YOR323C	0.998777889	1		0.530091664	1.181504023
YPL262W	0.998704135	1		0.529791138	1.18083419
YLR304C	0.997987689	1		0.52958763	1.180380597
YKL029C	0.997422714	1		0.529096146	1.179285145
YPL028W	0.996566436	1		0.528889769	1.178825157
YPR081C	0.99616268	1		0.529342052	1.179833236
YOL064C	0.994468524	1		0.528548298	1.178064064
YNL169C	0.994226987	1		0.529112617	1.179321856
YOL126C	0.99359385	1		0.528452531	1.177850611
YBR221C	0.992978435	1		0.527764583	1.176317268
YER178W	0.992978435	1		0.527764583	1.176317268
YGR193C	0.992978435	1		0.527764583	1.176317268
YNL071W	0.992978435	1		0.527764583	1.176317268
YPR021C	0.992962791	1		0.528680673	1.17835911
YFL018C	0.992943333	1		0.527754827	1.176295522
YGR208W	0.986358138	1		0.526179477	1.172784277
YOR184W	0.986353152	1		0.52785081	1.176509455
YPL061W	0.927533778	1		0.495536512	1.10448517
YOR175C	0.893624205	1		0.520192419	1.159439918
YJL121C	0.860747635	1		0.457008912	1.018612259
Q0105	0.672692376	1		0.343605925	0.76585204
YBL045C	0.672692376	1		0.343605925	0.76585204
YDR529C	0.672692376	1		0.343605925	0.76585204
YEL024W	0.672692376	1		0.343605925	0.76585204
YFR033C	0.672692376	1		0.343605925	0.76585204
YGR183C	0.672692376	1		0.343605925	0.76585204
YHR001W-A	0.672692376	1		0.343605925	0.76585204
YJL166W	0.672692376	1		0.343605925	0.76585204
YOR065W	0.672692376	1		0.343605925	0.76585204
YPR191W	0.672692376	1		0.343605925	0.76585204
Q0045	0.666551422	1		0.342040195	0.762362235
Q0250	0.666551422	1		0.342040195	0.762362235
Q0275	0.666551422	1		0.342040195	0.762362235
YDL067C	0.666551422	1		0.342040195	0.762362235
YGL187C	0.666551422	1		0.342040195	0.762362235
YGL191W	0.666551422	1		0.342040195	0.762362235
YHR051W	0.666551422	1		0.342040195	0.762362235
YIL111W	0.666551422	1		0.342040195	0.762362235
YLR038C	0.666551422	1		0.342040195	0.762362235
YLR395C	0.666551422	1		0.342040195	0.762362235
YMR256C	0.666551422	1		0.342040195	0.762362235
WT_yields	0.448658366	0.029098676		0	0
YAR015W	0	0		0	0
YBL033C	0	0		0	0
YBL076C	0	0		0	0
YBR029C	0	0		0	0
YBR115C	0	0		0	0
YBR126C	0	0		0	0
YBR153W	0	0		0	0
YBR166C	0	0		0	0
YBR248C	0	0		0	0
YBR256C	0	0		0	0
YCL018W	0	0		0	0
YCL030C	0	0		0	0
YCR053W	0	0		0	0
YDL055C	0	0		0	0
YDL093W	0	0		0	0
YDL131W	0	0		0	0
YDL141W	0	0		0	0
YDL205C	0	0		0	0
YDR007W	0	0		0	0
YDR037W	0	0		0	0
YDR044W	0	0		0	0
YDR047W	0	0		0	0
YDR074W	0	0		0	0
YDR127W	0	0		0	0
YDR158W	0	0		0	0
YDR232W	0	0		0	0
YDR234W	0	0		0	0
YDR341C	0	0		0	0
YDR353W	0	0		0	0
YDR354W	0	0		0	0
YDR408C	0	0		0	0
YDR454C	0	0		0	0
YDR487C	0	0		0	0
YEL021W	0	0		0	0
YER003C	0	0		0	0
YER014W	0	0		0	0
YER023W	0	0		0	0
YER026C	0	0		0	0
YER043C	0	0		0	0
YER052C	0	0		0	0
YER055C	0	0		0	0
YER069W	0	0		0	0
YER090W	0	0		0	0
YER091C	0	0		0	0
YFL022C	0	0		0	0
YFL045C	0	0		0	0
YFR025C	0	0		0	0
YFR030W	0	0		0	0
YGL001C	0	0		0	0
YGL009C	0	0		0	0
YGL012W	0	0		0	0
YGL026C	0	0		0	0
YGL040C	0	0		0	0
YGL055W	0	0		0	0
YGL148W	0	0		0	0
YGL154C	0	0		0	0
YGL234W	0	0		0	0
YGL245W	0	0		0	0
YGR060W	0	0		0	0
YGR061C	0	0		0	0
YGR094W	0	0		0	0
YGR175C	0	0		0	0
YGR185C	0	0		0	0
YGR204W	0	0		0	0
YGR264C	0	0		0	0
YHR007C	0	0		0	0
YHR018C	0	0		0	0
YHR019C	0	0		0	0
YHR020W	0	0		0	0
YHR025W	0	0		0	0
YHR042W	0	0		0	0
YHR072W	0	0		0	0
YHR190W	0	0		0	0
YHR208W	0	0		0	0
YIL020C	0	0		0	0
YIL078W	0	0		0	0
YIL094C	0	0		0	0
YIL116W	0	0		0	0
YIR034C	0	0		0	0
YJL088W	0	0		0	0
YJL130C	0	0		0	0
YJL153C	0	0		0	0
YJL167W	0	0		0	0
YJR016C	0	0		0	0
YJR073C	0	0		0	0
YJR109C	0	0		0	0
YJR137C	0	0		0	0
YJR139C	0	0		0	0
YJR148W	0	0		0	0
YKL001C	0	0		0	0
YKL024C	0	0		0	0
YKL067W	0	0		0	0
YKL182W	0	0		0	0
YKL211C	0	0		0	0
YKL216W	0	0		0	0
YKR067W	0	0		0	0
YLL018C	0	0		0	0
YLR060W	0	0		0	0
YLR100W	0	0		0	0
YLR180W	0	0		0	0
YLR355C	0	0		0	0
YLR359W	0	0		0	0
YLR420W	0	0		0	0
YML126C	0	0		0	0
YMR062C	0	0		0	0
YMR108W	0	0		0	0
YMR208W	0	0		0	0
YMR217W	0	0		0	0
YMR220W	0	0		0	0
YMR300C	0	0		0	0
YNL220W	0	0		0	0
YNL247W	0	0		0	0
YNL280C	0	0		0	0
YNL316C	0	0		0	0
YNR016C	0	0		0	0
YNR043W	0	0		0	0
YNR050C	0	0		0	0
YOL058W	0	0		0	0
YOL066C	0	0		0	0
YOL097C	0	0		0	0
YOL140W	0	0		0	0
YOL143C	0	0		0	0
YOR074C	0	0		0	0
YOR095C	0	0		0	0
YOR128C	0	0		0	0
YOR130C	0	0		0	0
YOR168W	0	0		0	0
YOR176W	0	0		0	0
YOR202W	0	0		0	0
YOR236W	0	0		0	0
YOR278W	0	0		0	0
YOR303W	0	0		0	0
YOR335C	0	0		0	0
YPL117C	0	0		0	0
YPL160W	0	0		0	0
YPL172C	0	0		0	0
YPL231W	0	0		0	0
YPR033C	0	0		0	0
YPR035W	0	0		0	0
YPR060C	0	0		0	0
YPR113W	0	0		0	0
YPR167C	0	0		0	0
YPR183W	0	0		0	0
MCRca	0	1		0	0
