Row	s_4207	Growth		mutant_yield (u=0.05)	FC (0.05/0.1)
YOR303W	0.999996547	1		0.529798593	1.180850805
YCR053W	0.999996465	1		0.529816851	1.180891499
YNL316C	0.999996461	1		0.52979887	1.180851422
YDR487C	0.999996343	1		0.529817191	1.180892258
YDR019C	0.999996313	1		0.529798068	1.180849637
YOL143C	0.999996295	1		0.529826652	1.180913347
YOR074C	0.999996293	1		0.529798444	1.180850474
YMR165C	0.999996292	1		0.529796974	1.180847196
YOR236W	0.99999628	1		0.529797992	1.180849467
YER026C	0.999996164	1		0.529798541	1.18085069
YGL040C	0.999996152	1		0.529797916	1.180849297
YNL331C	0.999996141	1		0.529817117	1.180892093
YJL155C	0.999996141	1		0.529797936	1.180849342
YDR062W	0.999996141	1		0.529798469	1.180850529
YGL084C	0.999996141	1		0.529817117	1.180892093
YPL189W	0.999996141	1		0.529817117	1.180892093
YBR265W	0.999996141	1		0.529798586	1.180850791
YJR040W	0.999996141	1		0.530221857	1.181794206
YDL052C	0.999996141	1		0.529797913	1.180849289
YGR010W	0.999996141	1		0.52979786	1.180849171
YML035C	0.999996141	1		0.529799057	1.18085184
YMR289W	0.999996141	1		0.529817117	1.180892093
YHL016C	0.999996141	1		0.529817117	1.180892093
YLR142W	0.999996141	1		0.53022187	1.181794234
YCR034W	0.999996141	1		0.529797913	1.180849289
YPL091W	0.999996141	1		0.529817117	1.180892093
YIL107C	0.999996141	1		0.529798414	1.180850406
YAL022C	0.999996094	1		0.529817117	1.180892093
YNL141W	0.999996038	1		0.530221912	1.181794327
YKL140W	0.999996038	1		0.529820656	1.180899982
YDR508C	0.999996038	1		0.531880179	1.185490384
YBR019C	0.999996038	1		0.529798414	1.180850406
YKR009C	0.999996038	1		0.529797913	1.180849289
YML110C	0.999996038	1		0.529798414	1.180850406
YDL015C	0.999996038	1		0.531441353	1.184512299
YPR127W	0.999996038	1		0.529798469	1.180850529
YLR345W	0.999996038	1		0.529797858	1.180849167
YHR063C	0.999996038	1		0.529797913	1.180849289
YDR441C	0.999996038	1		0.529826979	1.180914074
YBR003W	0.999996038	1		0.529817117	1.180892093
YDR046C	0.999996038	1		0.529798821	1.180851314
YHR039C-A	0.999996038	1		0.529798414	1.180850406
YPL092W	0.999996038	1		0.529798414	1.180850406
YKL188C	0.999996038	1		0.529798438	1.18085046
YPL147W	0.999996038	1		0.529798438	1.18085046
YDR373W	0.999996038	1		0.529817117	1.180892093
YIR036C	0.999996038	1		0.529817117	1.180892093
YMR101C	0.999996038	1		0.529817118	1.180892096
YKR072C	0.999996038	1		0.529798586	1.180850791
YEL058W	0.999996038	1		0.529797913	1.180849289
YMR296C	0.999996038	1		0.529797914	1.180849293
YOR180C	0.999996038	1		0.529797913	1.180849289
YJR133W	0.999996038	1		0.529817639	1.180893256
YPL252C	0.999996038	1		0.529823012	1.180905232
YNR027W	0.999996038	1		0.52982071	1.180900101
YLL015W	0.999996038	1		0.529798414	1.180850406
YNL318C	0.999996038	1		0.529798897	1.180851484
YHR109W	0.999996038	1		0.530226129	1.181803727
YOR391C	0.999996038	1		0.529798467	1.180850524
YKR043C	0.999996038	1		0.529817117	1.180892093
YIL099W	0.999996038	1		0.529817117	1.180892093
YNL191W	0.999996038	1		0.529817127	1.180892116
YPL234C	0.999996038	1		0.529817117	1.180892093
YER152C	0.999996007	1		0.531392309	1.184402988
YJL060W	0.999996006	1		0.529798109	1.180849726
YAL044C	0.999995973	1		0.529797978	1.180849436
YOR202W	0.999995915	1		0.529797961	1.180849398
YIL116W	0.999995834	1		0.5298034	1.180861521
YDL205C	0.99999578	1		0.529798474	1.18085054
YPL273W	0.99999578	1		0.529797913	1.180849289
YGL001C	0.999995745	1		0.529798011	1.180849508
YFL055W	0.999995723	1		0.531445955	1.184522557
YLR089C	0.999995723	1		0.530226626	1.181804834
YNL325C	0.999995723	1		0.529797858	1.180849167
YFR044C	0.999995723	1		0.529817117	1.180892093
YNL106C	0.999995723	1		0.531429091	1.18448497
YEL063C	0.999995723	1		0.529798467	1.180850524
YBR068C	0.999995723	1		0.529797998	1.180849479
YPL258C	0.999995723	1		0.52979855	1.180850709
YPR121W	0.999995723	1		0.531446062	1.184522796
YPR062W	0.999995723	1		0.529817127	1.180892116
YDL040C	0.999995723	1		0.529799085	1.180851903
YOR348C	0.999995723	1		0.531429144	1.184485088
YPR036W	0.999995723	1		0.529798467	1.180850524
YMR267W	0.999995723	1		0.529798469	1.180850529
YGR055W	0.999995723	1		0.529798032	1.180849556
YHL036W	0.999995723	1		0.529798032	1.180849556
YDR367W	0.999995723	1		0.52979791	1.180849284
YEL047C	0.999995723	1		0.529797913	1.180849289
YCL047C	0.999995723	1		0.529798489	1.180850573
YLR245C	0.999995723	1		0.529797858	1.180849167
YFL011W	0.999995723	1		0.529798897	1.180851484
YJL219W	0.999995723	1		0.529798897	1.180851484
YOL156W	0.999995723	1		0.529798897	1.180851484
YDL245C	0.999995723	1		0.529817117	1.180892093
YDR342C	0.999995723	1		0.529817117	1.180892093
YDR343C	0.999995723	1		0.529817117	1.180892093
YDR345C	0.999995723	1		0.529817117	1.180892093
YEL069C	0.999995723	1		0.529817117	1.180892093
YHR092C	0.999995723	1		0.529817117	1.180892093
YHR094C	0.999995723	1		0.529817117	1.180892093
YHR096C	0.999995723	1		0.529817117	1.180892093
YJL214W	0.999995723	1		0.529817117	1.180892093
YJR158W	0.999995723	1		0.529817117	1.180892093
YMR011W	0.999995723	1		0.529817117	1.180892093
YNR072W	0.999995723	1		0.529817117	1.180892093
YKL088W	0.999995723	1		0.529817117	1.180892093
YPL188W	0.999995723	1		0.531441365	1.184512327
YIL083C	0.999995723	1		0.529826979	1.180914074
YHL003C	0.999995723	1		0.529817117	1.180892093
YDR453C	0.999995723	1		0.529817117	1.180892093
YMR110C	0.999995723	1		0.529799153	1.180852054
YOR109W	0.999995723	1		0.529823022	1.180905255
YNR012W	0.999995723	1		0.529820807	1.180900319
YLR214W	0.999995723	1		0.531867012	1.185461037
YLR011W	0.999995723	1		0.529817117	1.180892093
YDL078C	0.999995723	1		0.529797976	1.18084943
YAL023C	0.999995723	1		0.529801284	1.180856805
YJR001W	0.999995723	1		0.529826979	1.180914074
YKL069W	0.999995723	1		0.530221494	1.181793396
YER065C	0.999995723	1		0.52979791	1.180849284
YLR164W	0.999995723	1		0.529797914	1.180849293
YFL017C	0.999995723	1		0.529798467	1.180850524
YGL080W	0.999995723	1		0.531445861	1.184522347
YHR162W	0.999995723	1		0.531445861	1.184522347
YOR278W	0.999995723	1		0.530233946	1.181821149
YKL141W	0.999995723	1		0.529817117	1.180892093
YPR026W	0.999995723	1		0.529798069	1.180849639
YPR118W	0.999995723	1		0.529817117	1.180892093
YBR296C	0.999995723	1		0.529801405	1.180857073
YCR037C	0.999995723	1		0.529801405	1.180857073
YJL198W	0.999995723	1		0.529801405	1.180857073
YML123C	0.999995723	1		0.529801405	1.180857073
YNR013C	0.999995723	1		0.529801405	1.180857073
YPL274W	0.999995723	1		0.529820646	1.18089996
YHR013C	0.999995723	1		0.529817462	1.180892862
YOL136C	0.999995723	1		0.529797913	1.180849289
YNL117W	0.999995723	1		0.529817117	1.180892093
YDL100C	0.999995723	1		0.529817117	1.180892093
YMR058W	0.999995723	1		0.529817117	1.180892093
YIL155C	0.999995723	1		0.529797913	1.180849289
YIL125W	0.999995723	1		0.531433565	1.184494942
YML004C	0.999995723	1		0.529767954	1.180782515
YOR163W	0.999995723	1		0.529826636	1.180913309
YDR231C	0.999995723	1		0.529801143	1.180856489
YJR010W	0.999995723	1		0.52981757	1.180893103
YMR298W	0.999995723	1		0.529820644	1.180899955
YPR140W	0.999995723	1		0.529817172	1.180892215
YEL017C-A	0.999995723	1		0.52979853	1.180850665
YPR160W	0.999995723	1		0.529817117	1.180892093
YIL002C	0.999995723	1		0.529816948	1.180891716
YDR248C	0.999995723	1		0.529826634	1.180913306
YCR010C	0.999995723	1		0.529797913	1.180849289
YDL024C	0.999995723	1		0.529817117	1.180892093
YOL011W	0.999995723	1		0.529826634	1.180913306
YGR202C	0.999995723	1		0.529826634	1.180913306
YGL119W	0.999995723	1		0.529817117	1.180892093
YDL215C	0.999995723	1		0.529817127	1.180892116
YDR105C	0.999995723	1		0.530238284	1.181830819
YMR020W	0.999995723	1		0.529820703	1.180900085
YLL041C	0.999995723	1		0.529817117	1.180892093
YIL160C	0.999995723	1		0.529797858	1.180849167
YJR057W	0.999995723	1		0.529798493	1.180850582
YKR080W	0.999995723	1		0.530234483	1.181822346
YNL003C	0.999995723	1		0.529797961	1.180849397
YGR177C	0.999995723	1		0.529801405	1.180857073
YDR402C	0.999995723	1		0.529797858	1.180849167
YDL103C	0.999995723	1		0.529797976	1.18084943
YAR069W-A	0.999995723	1		0.529817127	1.180892116
YHR214W-F	0.999995723	1		0.529817127	1.180892116
YCL025C	0.999995723	1		0.529797921	1.180849307
YNL270C	0.999995723	1		0.531445903	1.184522441
YHR037W	0.999995723	1		0.529798469	1.180850529
YCR107W	0.999995723	1		0.529817117	1.180892093
YHR002W	0.999995723	1		0.529817117	1.180892093
YCR024C-A	0.999995723	1		0.529817117	1.180892093
YMR015C	0.999995723	1		0.529797913	1.180849289
YDR502C	0.999995723	1		0.529817117	1.180892093
YLR447C	0.999995723	1		0.529817117	1.180892093
YPL268W	0.999995723	1		0.529817117	1.180892093
YGR020C	0.999995723	1		0.529817117	1.180892093
YKL106W	0.999995723	1		0.531879528	1.185488935
YLR109W	0.999995723	1		0.529798469	1.180850529
YNL333W	0.999995723	1		0.529820354	1.180899309
YJR155W	0.999995723	1		0.529817118	1.180892096
YLR377C	0.999995723	1		0.529797923	1.180849311
YOL152W	0.999995723	1		0.529817117	1.180892093
YGR088W	0.999995723	1		0.529798469	1.180850529
YER005W	0.999995723	1		0.531392188	1.184402718
YFL030W	0.999995723	1		0.529820699	1.180900078
YDR539W	0.999995723	1		0.529817117	1.180892093
YEL006W	0.999995723	1		0.531446545	1.184523872
YOR155C	0.999995723	1		0.529798032	1.180849556
YOR317W	0.999995723	1		0.529839885	1.180942841
YOR245C	0.999995723	1		0.529797914	1.180849293
YMR319C	0.999995723	1		0.529797913	1.180849289
YBR183W	0.999995723	1		0.529797914	1.180849293
YCL004W	0.999995723	1		0.529798475	1.180850543
YOR332W	0.999995723	1		0.529817117	1.180892093
YBR192W	0.999995723	1		0.529797913	1.180849289
YBR159W	0.999995723	1		0.529817117	1.180892093
YLR284C	0.999995723	1		0.529817117	1.180892093
YEL051W	0.999995723	1		0.529817117	1.180892093
YHR100C	0.999995723	1		0.529817117	1.180892093
YGL022W	0.999995723	1		0.52979786	1.180849171
YGR243W	0.999995723	1		0.531445861	1.184522347
YDR440W	0.999995723	1		0.529817117	1.180892093
YHR116W	0.999995723	1		0.529798467	1.180850524
YEL038W	0.999995723	1		0.529817117	1.180892093
YHL032C	0.999995723	1		0.529798515	1.180850632
YPL214C	0.999995723	1		0.529817462	1.180892862
YDR039C	0.999995723	1		0.529801664	1.18085765
YOR100C	0.999995723	1		0.529817117	1.180892093
YHR026W	0.999995723	1		0.529798006	1.180849498
YLR017W	0.999995723	1		0.529817405	1.180892734
YGL026C	0.999995233	1		0.529804716	1.180864452
YGL184C	0.999994949	1		0.529798467	1.180850525
YER141W	0.999994903	1		0.529817129	1.18089212
YOR161C	0.999994902	1		0.529817117	1.180892093
YPL117C	0.9999949	1		0.529817463	1.180892863
YDR452W	0.999994894	1		0.529801794	1.180857941
YDR147W	0.999994893	1		0.529816827	1.180891446
YER019W	0.999994893	1		0.529797938	1.180849347
YKL132C	0.999994893	1		0.529817462	1.180892862
YBR281C	0.999994893	1		0.529798203	1.180849938
YGL017W	0.999994893	1		0.529817117	1.180892093
YHR104W	0.999994893	1		0.529797913	1.180849289
YLR386W	0.999994893	1		0.529817117	1.180892093
YBR070C	0.999994893	1		0.529797984	1.180849448
YGL047W	0.999994893	1		0.529817462	1.180892862
YKL184W	0.999994893	1		0.529798467	1.180850524
YJL045W	0.999994893	1		0.529797937	1.180849343
YML125C	0.999994893	1		0.529817118	1.180892096
YBR121C	0.999994893	1		0.529798467	1.180850524
YIL043C	0.999994893	1		0.529817118	1.180892096
YOR285W	0.999994893	1		0.529798493	1.180850582
YFR047C	0.999994893	1		0.529798467	1.180850524
YOR209C	0.999994893	1		0.529798467	1.180850524
YBL098W	0.999994893	1		0.529817117	1.180892093
YLR438W	0.999994893	1		0.529798467	1.180850524
YMR087W	0.999994893	1		0.529817127	1.180892116
YML022W	0.999994893	1		0.529798467	1.180850524
YHR201C	0.999994893	1		0.529817117	1.180892093
YMR272C	0.999994893	1		0.529798766	1.180851191
YKL150W	0.999994893	1		0.529798493	1.180850582
YBR252W	0.999994893	1		0.529817127	1.180892116
YJR143C	0.999994893	1		0.529817462	1.180892862
YOR321W	0.999994893	1		0.529817462	1.180892862
YMR318C	0.999994893	1		0.529817117	1.180892093
YBR097W	0.999994893	1		0.529798467	1.180850524
YOR377W	0.999994893	1		0.529817117	1.180892093
YDR204W	0.999994893	1		0.529798469	1.180850529
YDR368W	0.999994893	1		0.529817463	1.180892865
YDR530C	0.999994893	1		0.529817117	1.180892093
YMR054W	0.999994893	1		0.529798515	1.180850632
YCR011C	0.999994893	1		0.529797914	1.180849293
YER163C	0.999994893	1		0.529801407	1.180857078
YDL142C	0.999994893	1		0.531380453	1.184376561
YDL238C	0.999994893	1		0.529817117	1.180892093
YDR384C	0.999994893	1		0.529797914	1.180849293
YGR121C	0.999994893	1		0.529797914	1.180849293
YNL142W	0.999994893	1		0.529797914	1.180849293
YPR138C	0.999994893	1		0.529797914	1.180849293
YER010C	0.999994893	1		0.529817462	1.180892862
YJR131W	0.999994893	1		0.529798469	1.180850529
YGR180C	0.999994893	1		0.529817117	1.180892093
YDR001C	0.999994893	1		0.531884058	1.18549903
YOL165C	0.999994893	1		0.529817117	1.180892093
YGR019W	0.999994893	1		0.529817127	1.180892116
YOR270C	0.999994893	1		0.529817117	1.180892093
YJR024C	0.999994893	1		0.529817117	1.180892093
YLR099C	0.999994893	1		0.529817472	1.180892885
YLR239C	0.999994893	1		0.529817117	1.180892093
YDR371W	0.999994893	1		0.529798469	1.180850529
YLR286C	0.999994893	1		0.529798469	1.180850529
YNL048W	0.999994893	1		0.529797914	1.180849293
YOR251C	0.999994893	1		0.529817117	1.180892093
YOR286W	0.999994893	1		0.529801284	1.180856805
YDR302W	0.999994893	1		0.529797914	1.180849293
YIR027C	0.999994893	1		0.529798469	1.180850529
YIR029W	0.999994893	1		0.529817117	1.180892093
YJL212C	0.999994893	1		0.529798412	1.180850402
YKL165C	0.999994893	1		0.529798469	1.180850529
YLL031C	0.999994893	1		0.529797914	1.180849293
YLR237W	0.999994893	1		0.529804663	1.180864335
YMR226C	0.999994893	1		0.529817462	1.180892862
YMR281W	0.999994893	1		0.529817117	1.180892093
YOR071C	0.999994893	1		0.529804663	1.180864335
YOR192C	0.999994893	1		0.529804663	1.180864335
YDL246C	0.999994893	1		0.529798469	1.180850529
YBR222C	0.999994893	1		0.529798469	1.180850529
YER042W	0.999994893	1		0.529798469	1.180850529
YHL018W	0.999994893	1		0.529798469	1.180850529
YHR043C	0.999994893	1		0.529798467	1.180850524
YHR044C	0.999994893	1		0.529817117	1.180892093
YMR251W	0.999994893	1		0.529798469	1.180850529
YDL236W	0.999994893	1		0.529817117	1.180892093
YDR036C	0.999994893	1		0.529797914	1.180849293
YDR051C	0.999994893	1		0.529817127	1.180892116
YGL006W	0.999994893	1		0.529798562	1.180850738
YGL167C	0.999994893	1		0.529798469	1.180850529
YGR012W	0.999994893	1		0.529798469	1.180850529
YJL126W	0.999994893	1		0.529817117	1.180892093
YJR149W	0.999994893	1		0.529797914	1.180849293
YMR099C	0.999994893	1		0.529798469	1.180850529
YNL219C	0.999994893	1		0.529797914	1.180849293
YOR149C	0.999994893	1		0.529798469	1.180850529
YLR351C	0.999994893	1		0.529797914	1.180849293
YDR242W	0.999994893	1		0.529798469	1.180850529
YAL061W	0.999994893	1		0.529798469	1.180850529
YBR299W	0.999994893	1		0.529797914	1.180849293
YGR287C	0.999994893	1		0.529797914	1.180849293
YGR292W	0.999994893	1		0.529797914	1.180849293
YIL172C	0.999994893	1		0.529797914	1.180849293
YJL216C	0.999994893	1		0.529797914	1.180849293
YJL221C	0.999994893	1		0.529797914	1.180849293
YLR231C	0.999994893	1		0.529817117	1.180892093
YCL009C	0.999994893	1		0.529798467	1.180850524
YOR120W	0.999994893	1		0.529817117	1.180892093
YMR008C	0.999994893	1		0.529817463	1.180892865
YOL049W	0.999994893	1		0.529798493	1.180850582
YDR178W	0.999994893	1		0.529798006	1.180849498
YKL220C	0.999994893	1		0.529820644	1.180899955
YNR060W	0.999994893	1		0.529797913	1.180849289
YOR381W	0.999994893	1		0.529798821	1.180851314
YOR384W	0.999994893	1		0.52979942	1.180852648
YJL100W	0.999994893	1		0.529817117	1.180892093
YDL168W	0.999994893	1		0.529817472	1.180892885
YOR196C	0.999994893	1		0.529798469	1.180850529
YNL130C	0.999994893	1		0.529817462	1.180892862
YMR041C	0.999994893	1		0.529797914	1.180849293
YLL018C-A	0.999994893	1		0.529817117	1.180892093
YBR022W	0.999994893	1		0.529798469	1.180850529
YOL157C	0.999994893	1		0.529798469	1.180850529
YNL045W	0.999994893	1		0.529817127	1.180892116
YDL243C	0.999994893	1		0.529798467	1.180850524
YDL095W	0.999994893	1		0.529797938	1.180849347
YIR032C	0.999994893	1		0.529797982	1.180849444
YER170W	0.999994892	1		0.529817116	1.180892092
YOR241W	0.999994887	1		0.529817117	1.180892093
YJR069C	0.999994877	1		0.529797979	1.180849437
YFR019W	0.999994846	1		0.531433811	1.184495491
YDR376W	0.999994846	1		0.529817117	1.180892093
YCL035C	0.999994846	1		0.529817117	1.180892093
YCR068W	0.999994846	1		0.529797947	1.180849365
YLL052C	0.999994846	1		0.529817632	1.180893241
YPR192W	0.999994846	1		0.529817632	1.180893241
YIR037W	0.999994846	1		0.529817117	1.180892093
YML070W	0.999994846	1		0.529797914	1.180849293
YBR041W	0.999994846	1		0.529798821	1.180851314
YIL145C	0.999994846	1		0.529798469	1.180850529
YBR036C	0.999994846	1		0.529817127	1.180892116
YBR161W	0.999994846	1		0.529817127	1.180892116
YPR156C	0.999994846	1		0.529797913	1.180849289
YAR071W	0.999994846	1		0.529817117	1.180892093
YBR093C	0.999994846	1		0.529817117	1.180892093
YHR215W	0.999994846	1		0.529817117	1.180892093
YNR041C	0.999994846	1		0.529817117	1.180892093
YPL057C	0.999994846	1		0.529797914	1.180849293
YJR153W	0.999994846	1		0.529798469	1.180850529
YML086C	0.999994846	1		0.529798469	1.180850529
YJL091C	0.999994846	1		0.529798414	1.180850406
YLR056W	0.999994846	1		0.529799166	1.180852082
YMR278W	0.999994846	1		0.529798477	1.180850547
YPL206C	0.999994846	1		0.529797914	1.180849293
YJL026W	0.999994846	1		0.529817117	1.180892093
YMR301C	0.999994846	1		0.529817117	1.180892093
YGR244C	0.999994846	1		0.529798493	1.180850583
YNL292W	0.999994846	1		0.529797976	1.18084943
YGL077C	0.999994846	1		0.529798469	1.180850529
YNR057C	0.999994846	1		0.529817462	1.180892862
YER119C	0.999994846	1		0.529816827	1.180891446
YLR160C	0.999994846	1		0.529817117	1.180892093
YKL008C	0.999994846	1		0.529817117	1.180892093
YBR243C	0.999994846	1		0.529798414	1.180850406
YFL053W	0.999994846	1		0.529797913	1.180849289
YDR315C	0.999994846	1		0.529817117	1.180892093
YGR286C	0.999994846	1		0.529798467	1.180850524
YMR113W	0.999994846	1		0.529817462	1.180892862
YOR142W	0.999994846	1		0.529817462	1.180892862
YOR360C	0.999994846	1		0.529798831	1.180851337
YGL248W	0.999994846	1		0.529817117	1.180892093
YKL215C	0.999994846	1		0.529827043	1.180914218
YGL008C	0.999994846	1		0.529817462	1.180892862
YPL036W	0.999994846	1		0.529797914	1.180849293
YDR236C	0.999994846	1		0.529817118	1.180892096
YBR291C	0.999994846	1		0.529797913	1.180849289
YDR400W	0.999994846	1		0.529817117	1.180892093
YDR536W	0.999994846	1		0.529798897	1.180851484
YDL210W	0.999994846	1		0.529816827	1.180891446
YIR028W	0.999994846	1		0.531429642	1.184486197
YJR152W	0.999994846	1		0.529816816	1.180891423
YBR199W	0.999994846	1		0.529798469	1.180850529
YBR205W	0.999994846	1		0.529798469	1.180850529
YDR483W	0.999994846	1		0.529798469	1.180850529
YIL124W	0.999994846	1		0.529817117	1.180892093
YJL139C	0.999994846	1		0.529798469	1.180850529
YKR061W	0.999994846	1		0.529798469	1.180850529
YNL029C	0.999994846	1		0.529798469	1.180850529
YPL053C	0.999994846	1		0.529798469	1.180850529
YGL186C	0.999994846	1		0.529797914	1.180849293
YJL005W	0.999994846	1		0.529798469	1.180850529
YOR221C	0.999994846	1		0.529817117	1.180892093
YBR229C	0.999994846	1		0.529798469	1.180850529
YJR078W	0.999994846	1		0.529817117	1.180892093
YBR046C	0.999994846	1		0.529798469	1.180850529
YDL120W	0.999994846	1		0.529797914	1.180849293
YGR110W	0.999994846	1		0.529797997	1.180849478
YBR092C	0.999994846	1		0.529798515	1.180850632
YDR387C	0.999994846	1		0.529817117	1.180892093
YPR002W	0.999994846	1		0.529798469	1.180850529
YIL009W	0.999994846	1		0.529817117	1.180892093
YBR023C	0.999994846	1		0.529797914	1.180849293
YBR038W	0.999994846	1		0.529798469	1.180850529
YDL042C	0.999994846	1		0.529798469	1.180850529
YDR191W	0.999994846	1		0.529817117	1.180892093
YLR307W	0.999994846	1		0.529797914	1.180849293
YNL192W	0.999994846	1		0.529797914	1.180849293
YOL068C	0.999994846	1		0.529817117	1.180892093
YOR025W	0.999994846	1		0.529798469	1.180850529
YPL015C	0.999994846	1		0.529798469	1.180850529
YGL067W	0.999994846	1		0.529798562	1.180850738
YDL080C	0.999994846	1		0.529817117	1.180892093
YNR058W	0.999994846	1		0.529817462	1.180892861
YPL227C	0.999994846	1		0.529797914	1.180849293
YOR222W	0.999994846	1		0.53188428	1.185499525
YPL134C	0.999994846	1		0.53188428	1.185499525
YER183C	0.999994846	1		0.529817117	1.180892093
YDL247W	0.999994846	1		0.529798467	1.180850524
YJR160C	0.999994846	1		0.529798467	1.180850524
YMR169C	0.999994846	1		0.531429952	1.184486888
YNL092W	0.999994846	1		0.52979786	1.180849171
YOR171C	0.999994846	1		0.529801284	1.180856805
YER056C	0.999994846	1		0.529797914	1.180849293
YER060W	0.999994846	1		0.529797914	1.180849293
YER060W-A	0.999994846	1		0.529797914	1.180849293
YLR081W	0.999994846	1		0.529798897	1.180851484
YCR105W	0.999994846	1		0.529817117	1.180892093
YLR155C	0.999994846	1		0.529817117	1.180892093
YLR157C	0.999994846	1		0.531879528	1.185488935
YLR158C	0.999994846	1		0.531879528	1.185488935
YDR173C	0.999994846	1		0.529798831	1.180851337
YEL066W	0.999994846	1		0.529797984	1.180849448
YLL001W	0.999994846	1		0.529816816	1.180891423
YMR246W	0.999994846	1		0.529839406	1.180941773
YGL063W	0.999994845	1		0.529798467	1.180850524
YPL212C	0.999994845	1		0.529798467	1.180850524
YFL001W	0.999994845	1		0.529797913	1.180849289
YLR328W	0.999994579	1		0.529798489	1.180850573
YKR053C	0.999994532	1		0.529798766	1.180851191
YEL046C	0.999994532	1		0.529773383	1.180794616
YBR084W	0.999994532	1		0.531476295	1.184590182
YJL134W	0.999994532	1		0.529820346	1.18089929
YJR048W	0.999994532	1		0.529795494	1.180843898
YOL020W	0.999994532	1		0.529797976	1.18084943
YNR019W	0.999992477	1		0.5298204	1.180899411
YCR048W	0.999991595	1		0.529817129	1.180892119
YDR135C	0.999991468	1		0.532361833	1.186563928
YGL154C	0.999991162	1		0.529801009	1.18085619
YNL036W	0.99999066	1		0.52981519	1.180887799
YML106W	0.99998942	1		0.529819956	1.180898421
YGR209C	0.999987209	1		0.529801124	1.180856446
YPL262W	0.999984428	1		0.529803653	1.180862085
YOL126C	0.999983232	1		0.529793203	1.180838791
YJR051W	0.99997799	1		0.530243433	1.181842296
YLR027C	0.99997716	1		0.529822161	1.180903336
YJL130C	0.999974222	1		0.529818177	1.180894455
YDR050C	0.999970707	1		0.529791162	1.180834243
YCL050C	0.999967527	1		0.529801603	1.180857515
YFL022C	0.999966871	1		0.529817647	1.180893274
YFR025C	0.999965798	1		0.529798508	1.180850617
YIR031C	0.999965653	1		0.529799166	1.180852082
YPL280W	0.999965653	1		0.529798467	1.180850524
YDR020C	0.999965653	1		0.529801684	1.180857695
YJL168C	0.999965653	1		0.529817117	1.180892093
YDR196C	0.999965653	1		0.529798469	1.180850529
YHR123W	0.999965653	1		0.529797914	1.180849293
YAL012W	0.999965653	1		0.52979786	1.180849171
YIL006W	0.999965653	1		0.531429845	1.184486651
YAL035W	0.999965653	1		0.529817117	1.180892093
YER174C	0.999965653	1		0.529817117	1.180892093
YKL103C	0.999965653	1		0.529817117	1.180892093
YKL024C	0.999965496	1		0.529798881	1.180851448
YLR260W	0.999965355	1		0.529797984	1.180849449
YCL017C	0.999965355	1		0.529797914	1.180849293
YGL027C	0.999965355	1		0.529798469	1.180850529
YHR008C	0.999965355	1		0.529797914	1.180849293
YJL068C	0.999965355	1		0.529797914	1.180849293
YJR104C	0.999965355	1		0.529797914	1.180849293
YCR028C	0.999965355	1		0.529817117	1.180892093
YNR030W	0.999965355	1		0.529797914	1.180849293
YOR002W	0.999965355	1		0.529798469	1.180850529
YPR139C	0.999965355	1		0.529798469	1.180850529
YDR454C	0.999965354	1		0.529797863	1.180849179
YLR348C	0.999965324	1		0.52979852	1.180850644
YNR008W	0.999965218	1		0.529797913	1.180849289
YDR503C	0.999965055	1		0.529817148	1.180892163
YDR410C	0.999965026	1		0.529797914	1.180849293
YBR001C	0.999965021	1		0.529797913	1.180849289
YPL148C	0.999965017	1		0.529797913	1.180849289
YKL192C	0.999965017	1		0.529798491	1.180850577
YPL069C	0.999965017	1		0.529817117	1.180892093
YEL027W	0.999965017	1		0.529798493	1.180850582
YPL132W	0.999965017	1		0.529817117	1.180892093
YOL055C	0.99996499	1		0.52979855	1.180850709
YKL004W	0.99996499	1		0.529797915	1.180849294
YOR388C	0.99996499	1		0.529797913	1.180849289
YKL146W	0.99996499	1		0.529817462	1.180892862
YNL101W	0.99996499	1		0.529817462	1.180892862
YJR049C	0.99996499	1		0.529798469	1.180850529
YER037W	0.99996499	1		0.529798493	1.180850582
YOR126C	0.99996499	1		0.529797976	1.18084943
YHR119W	0.99996499	1		0.529820644	1.180899955
YKR097W	0.99996499	1		0.529817117	1.180892093
YML059C	0.99996499	1		0.529804718	1.180864457
YLR146C	0.99996499	1		0.529817117	1.180892093
YMR303C	0.99996499	1		0.529797913	1.180849289
YPL088W	0.99996499	1		0.529816816	1.180891423
YOR311C	0.99996499	1		0.529798399	1.180850374
YPL172C	0.999964921	1		0.529817117	1.180892093
YFR055W	0.99996492	1		0.529798467	1.180850524
YGR194C	0.99996492	1		0.529797858	1.180849167
YCR036W	0.99996492	1		0.529797913	1.180849289
YLR410W	0.99996492	1		0.52979911	1.180851959
YHR128W	0.99996492	1		0.529817117	1.180892093
YDR321W	0.99996492	1		0.529797938	1.180849347
YGR267C	0.99996492	1		0.529817462	1.180892862
YOR125C	0.99996492	1		0.529817117	1.180892093
YNL267W	0.99996492	1		0.529798102	1.180849711
YBR006W	0.99996492	1		0.531879528	1.185488935
YNR067C	0.999964916	1		0.529798469	1.180850529
YBR042C	0.999964916	1		0.529817117	1.180892093
YGL038C	0.999964916	1		0.529797914	1.180849293
YLR151C	0.999964916	1		0.529817117	1.180892093
YDR497C	0.999964916	1		0.529817472	1.180892885
YOL103W	0.999964916	1		0.529817472	1.180892885
YDR017C	0.999964916	1		0.529817117	1.180892093
